By definition, racing is not a sport in which you can quit when you 're ahead of the game.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	ahead of the game	figurative	identical	ADP NOUN NOUN VERB ADV DET NOUN ADP ADJ PRON VERB VERB ADV PRON VERB ADV ADP DET NOUN	▁By ▁definition , ▁racing ▁is ▁not ▁a ▁sport ▁in ▁which ▁you ▁can ▁qui t ▁when ▁you ▁' re ▁ahead ▁of ▁the ▁game .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	ADP NOUN NOUN NOUN VERB ADV DET NOUN ADP ADJ PRON VERB VERB VERB ADV PRON VERB VERB ADV ADP DET NOUN NOUN
Sadly, we were too far ahead of the game and, despite the title being ready for a May launch we were forced to hold off because the software was one step behind our hardware!	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	ADV PRON VERB ADV ADV ADV ADP DET NOUN CCONJ ADP DET NOUN VERB ADJ ADP DET PROPN NOUN PRON VERB VERB PART VERB PART ADP DET NOUN VERB NUM NOUN ADP ADJ NOUN	▁Sad ly , ▁we ▁were ▁too ▁far ▁ahead ▁of ▁the ▁game ▁and , ▁despite ▁the ▁title ▁being ▁ready ▁for ▁a ▁May ▁launch ▁we ▁were ▁forced ▁to ▁hold ▁off ▁because ▁the ▁software ▁was ▁one ▁step ▁behind ▁our ▁hardware !	0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV ADV PRON VERB ADV ADV ADV ADP DET NOUN CCONJ CCONJ ADP DET NOUN VERB ADJ ADP DET PROPN NOUN PRON VERB VERB PART VERB PART ADP DET NOUN VERB NUM NOUN ADP ADJ NOUN NOUN
Ahead of the game	1 1 0 1	ahead of the game	figurative	case	ADV ADP DET NOUN	▁A head ▁of ▁the ▁game	1 1 1 0 1	ADV ADV ADP DET NOUN
This means that those with more conventional tastes in hosiery ( and more substantial overheads ) are obliged to take ever - smaller profits while trying to stay ahead of the game and figure out what the next business - machine craze might turn out to be.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	DET VERB ADP DET ADP ADJ ADJ NOUN ADP NOUN PUNCT CCONJ ADJ ADJ NOUN PUNCT VERB VERB PART VERB ADV PUNCT ADJ NOUN ADP VERB PART VERB ADV ADP DET NOUN CCONJ VERB PART NOUN DET ADJ NOUN PUNCT NOUN NOUN VERB VERB PART PART VERB	▁This ▁means ▁that ▁those ▁with ▁more ▁conventional ▁taste s ▁in ▁hosiery ▁( ▁and ▁more ▁substantial ▁overheads ▁ ) ▁are ▁obliged ▁to ▁take ▁ever ▁- ▁smaller ▁profits ▁while ▁trying ▁to ▁stay ▁ahead ▁of ▁the ▁game ▁and ▁figure ▁out ▁what ▁the ▁next ▁business ▁- ▁machine ▁cr aze ▁might ▁turn ▁out ▁to ▁be .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET VERB ADP DET ADP ADJ ADJ NOUN NOUN ADP NOUN PUNCT CCONJ ADJ ADJ NOUN PUNCT PUNCT VERB VERB PART VERB ADV PUNCT ADJ NOUN ADP VERB PART VERB ADV ADP DET NOUN CCONJ VERB PART NOUN DET ADJ NOUN PUNCT NOUN NOUN NOUN VERB VERB PART PART VERB VERB
But here's a collection of invaluable 1992-isms to keep you ahead of the game.	0 0 0 0 0 0 0 0 0 0 1 1 0 1	ahead of the game	figurative	identical	CCONJ ADV DET NOUN ADP ADJ NUM PART VERB PRON ADV ADP DET NOUN	▁But ▁here ' s ▁a ▁collection ▁of ▁in val u able ▁1992 - ism s ▁to ▁keep ▁you ▁ahead ▁of ▁the ▁game .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	CCONJ ADV ADV ADV DET NOUN ADP ADJ ADJ ADJ ADJ NUM NUM NUM NUM PART VERB PRON ADV ADP DET NOUN NOUN
Change was unstoppable and they had to stay ahead of the game.	0 0 0 0 0 0 0 0 1 1 0 1	ahead of the game	figurative	identical	NOUN VERB ADJ CCONJ PRON VERB PART VERB ADV ADP DET NOUN	▁Change ▁was ▁un stop p able ▁and ▁they ▁had ▁to ▁stay ▁ahead ▁of ▁the ▁game .	0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	NOUN VERB ADJ ADJ ADJ ADJ CCONJ PRON VERB PART VERB ADV ADP DET NOUN NOUN
Making and editing getting on for fifty films would take time, but Karajan was well ahead of the game.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	ahead of the game	figurative	identical	VERB CCONJ VERB VERB PART ADP NUM NOUN VERB VERB NOUN CCONJ PROPN VERB ADV ADV ADP DET NOUN	▁Making ▁and ▁ed it ing ▁gett ing ▁on ▁for ▁fifty ▁films ▁would ▁take ▁time , ▁but ▁Kar a jan ▁was ▁well ▁ahead ▁of ▁the ▁game .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	VERB CCONJ VERB VERB VERB VERB VERB PART ADP NUM NOUN VERB VERB NOUN NOUN CCONJ PROPN PROPN PROPN VERB ADV ADV ADP DET NOUN NOUN
Aonach Mor may be a step ahead of the game because it is a new skiing resort with attitudes untainted by years of traditional working practices.	0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	PROPN PROPN VERB VERB DET NOUN ADV ADP DET NOUN ADP PRON VERB DET ADJ NOUN NOUN ADP NOUN VERB ADP NOUN ADP ADJ NOUN NOUN	▁A on ach ▁Mor ▁may ▁be ▁a ▁step ▁ahead ▁of ▁the ▁game ▁because ▁it ▁is ▁a ▁new ▁ski ing ▁resort ▁with ▁attitudes ▁un tain ted ▁by ▁years ▁of ▁traditional ▁working ▁practices .	0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN PROPN VERB VERB DET NOUN ADV ADP DET NOUN ADP PRON VERB DET ADJ NOUN NOUN NOUN ADP NOUN VERB VERB VERB ADP NOUN ADP ADJ NOUN NOUN NOUN
I suppose you 're ahead of the game if you 're alive.	0 0 0 0 1 1 0 1 0 0 0 0	ahead of the game	figurative	identical	PRON VERB PRON VERB ADV ADP DET NOUN ADP PRON VERB ADJ	▁I ▁suppose ▁you ▁' re ▁ahead ▁of ▁the ▁game ▁if ▁you ▁' re ▁alive .	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0	PRON VERB PRON VERB VERB ADV ADP DET NOUN ADP PRON VERB VERB ADJ ADJ
‘ As long as she can maintain the ability to keep moving forward that fast and stay ahead of the game, she is winning.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0	ahead of the game	figurative	identical	PUNCT ADV ADV ADP PRON VERB VERB DET NOUN PART VERB VERB ADV ADP VERB CCONJ VERB ADV ADP DET NOUN PRON VERB NOUN	▁ ‘ ▁As ▁long ▁as ▁she ▁can ▁maintain ▁the ▁ability ▁to ▁keep ▁moving ▁forward ▁that ▁fast ▁and ▁stay ▁ahead ▁of ▁the ▁game , ▁she ▁is ▁winning . ’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0	PUNCT PUNCT ADV ADV ADP PRON VERB VERB DET NOUN PART VERB VERB ADV ADP VERB CCONJ VERB ADV ADP DET NOUN NOUN PRON VERB NOUN NOUN NOUN
Helped by calls on partly paid gilts sold last year, the Bank is ahead of the game this year.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	ahead of the game	figurative	identical	VERB ADP NOUN ADP ADV VERB NOUN VERB ADJ NOUN DET PROPN VERB ADV ADP DET NOUN DET NOUN	▁Help ed ▁by ▁calls ▁on ▁partly ▁paid ▁gilt s ▁sold ▁last ▁year , ▁the ▁Bank ▁is ▁ahead ▁of ▁the ▁game ▁this ▁year .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0	VERB VERB ADP NOUN ADP ADV VERB NOUN NOUN VERB ADJ NOUN NOUN DET PROPN VERB ADV ADP DET NOUN DET NOUN NOUN
