Nao Naomi realizes there's no point talking about it now, the dye has been cast the decision has been made, the commitment has been entered into, whatever the cost she was going gods way, there was nothing more to be said about it we find that a de a decision made before god and we all make those decisions, means nothing at all unless were determined to carry it through, whatever the cost may be, three women here make their decisions before god, they make their choices, Naomi she chooses to return to Judah once again and enjoy the inheritance god has given her, Auper she chooses to return to her own country and her own god, as far as were concerned that's the end of the story, but Ruth she chooses, she expresses her faith in the one true god, she turns her back on the old ways and decides to follow gods way, no matter what the cost, she would of said with Joshua, but as for me and my husband were gon na serve god, whatever the cost, I dunno what 'll be and she didn't know what she was letting herself in for, and the, I counted it, although I don't know what it is, I counted that cost, I 'm willing to pay it and Jesus said that that is the acid test of disciples, said to count the cost and weigh it up and Ruth had done that, then to make their decision and because if we make a decision without counting the cost, without weighing it all up, like Auper you 'll go back, it won't last, there is that choice for every one of us day by day, who will we serve, not to be like Joshua, its for us, never for any body else, I will serve the lord because and this is the reason for it, not because you 've done nice things for me, I will be your saviour because he is god, that's the reason for our serving god, not because he blesses us because he blesses people who don't serve him, blessing is not exclusive to gods people, blessing, god blesses across the board, god is generous he's gracious, he causes the rain and the sun to shine on the just and on the unjust, blessing is not the ground for serving god, but because he is god that's sufficient reason for our committing ourselves to him.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	PROPN PROPN VERB ADV DET NOUN VERB ADP PRON ADV DET NOUN VERB VERB VERB DET NOUN VERB VERB VERB DET NOUN VERB VERB VERB ADP ADJ DET NOUN PRON VERB VERB NOUN ADV ADV VERB NOUN ADJ PART VERB VERB ADP PRON PRON VERB ADP DET X DET NOUN VERB ADP NOUN CCONJ PRON DET VERB DET NOUN VERB NOUN ADV ADV ADP VERB ADJ PART VERB PRON PART ADJ DET NOUN VERB VERB NUM NOUN ADV VERB ADJ NOUN ADP INTJ PRON VERB ADJ NOUN PROPN PRON VERB PART VERB ADP PROPN ADV ADV CCONJ VERB DET NOUN NOUN VERB VERB PRON PROPN PRON VERB PART VERB ADP ADJ ADJ NOUN CCONJ ADJ ADJ NOUN ADV ADV ADP VERB ADJ DET DET NOUN ADP DET NOUN CCONJ PROPN PRON VERB PRON VERB ADJ NOUN ADP DET NUM ADJ NOUN PRON VERB PRON ADV ADP DET ADJ NOUN CCONJ VERB PART VERB NOUN NOUN ADV ADV NOUN DET NOUN PRON VERB VERB VERB ADP PROPN CCONJ ADP ADP PRON CCONJ ADJ NOUN VERB VERB PART VERB NOUN ADJ DET NOUN PRON VERB NOUN VERB VERB CCONJ PRON VERB VERB NOUN PRON VERB VERB PRON PART ADP CCONJ DET PRON VERB PRON ADP PRON VERB VERB NOUN PRON VERB PRON VERB DET NOUN PRON VERB ADJ PART VERB PRON CCONJ PROPN VERB ADP DET VERB DET ADJ NOUN ADP NOUN VERB PART VERB DET NOUN CCONJ VERB PRON PART CCONJ PROPN VERB VERB ADP ADV PART VERB ADJ NOUN CCONJ ADP ADP PRON VERB DET NOUN ADP VERB DET NOUN ADP VERB PRON DET PART ADP PROPN PRON VERB VERB ADV PRON VERB VERB ADV VERB DET NOUN ADP DET NUM ADP PRON NOUN ADP NOUN NOUN VERB PRON VERB ADV PART VERB ADP PROPN ADJ ADP PRON ADV ADP DET NOUN ADV PRON VERB VERB DET NOUN ADP CCONJ DET VERB DET NOUN ADP PRON ADV ADP PRON VERB VERB ADJ NOUN ADP PRON PRON VERB VERB ADJ NOUN ADP PRON VERB INTJ DET DET NOUN ADP ADJ VERB NOUN ADV ADP PRON VERB PRON ADP PRON VERB NOUN NOUN VERB VERB PRON NOUN VERB ADV ADJ ADP NOUN NOUN NOUN INTJ NOUN ADP DET NOUN INTJ VERB ADJ PRON ADJ PRON VERB DET NOUN CCONJ DET NOUN PART VERB ADP DET ADV CCONJ ADP DET ADJ NOUN VERB ADV DET NOUN ADP VERB NOUN CCONJ ADP PRON VERB NOUN DET ADJ NOUN ADP ADJ VERB PRON ADP PRON
It has to be done evenly across the board, in the rural and urban areas, or else we will fight every tooth and nail to make sure that we, our schools that we represent do not suffer.	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	PRON VERB PART VERB VERB ADV ADP DET NOUN ADP DET ADJ CCONJ ADJ NOUN CCONJ ADV PRON VERB VERB DET NOUN CCONJ NOUN PART VERB ADJ ADP PRON ADJ NOUN ADJ PRON VERB VERB ADV VERB
Bombay : An official denial of moves to end price controls on steel triggered nervous long liquidation across the board.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	PROPN PUNCT DET ADJ NOUN ADP NOUN PART VERB NOUN NOUN ADP NOUN VERB ADJ ADJ NOUN ADP DET NOUN
There seems to be a dearth of good small tools across the board.	0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	ADV VERB PART VERB DET NOUN ADP ADJ ADJ NOUN ADP DET NOUN
In fact you 'll find that's across the board with P H I.	0 0 0 0 0 0 1 0 1 0 0 0 0	across the board	figurative	identical	ADP NOUN PRON VERB VERB DET ADP DET NOUN ADP NOUN NOUN NOUN
As a result, building costs are higher right across the board for nuclear stations and construction time is also up to twice as long.	0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	ADP DET NOUN NOUN NOUN VERB ADV ADV ADP DET NOUN ADP ADJ NOUN CCONJ NOUN NOUN VERB ADV ADV PART ADV ADV ADJ
At the same time, welfare benefits were increased but this did produce complaints about ‘ idlers’ and ‘ scroungers’, across - the - board welfare payments were becoming increasingly expensive and some Labour Party members began to press for more selective methods of eliminating poverty.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	dashes	ADP DET ADJ NOUN NOUN NOUN VERB VERB CCONJ DET VERB VERB NOUN ADP PUNCT NOUN CCONJ PUNCT NOUN ADP PUNCT DET PUNCT NOUN NOUN NOUN VERB VERB ADV ADJ CCONJ DET PROPN PROPN NOUN VERB PART VERB ADP ADJ ADJ NOUN ADP VERB NOUN
To get to our current budget we have made across the board cuts of 20pc, that is on top of 25pc made last year,’ he said.	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	PART VERB ADP ADJ ADJ NOUN PRON VERB VERB ADP DET NOUN NOUN ADP NOUN ADV VERB ADP NOUN ADP NOUN VERB ADJ PROPN PRON VERB
Always select popular groups and rugs which represent a reasonable cross - section of the sizes and prices ranges on offer ( i.e. from a small nomadic rug to a workshop carpet ), because prices do not always fluctuate evenly across the board.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	ADV VERB ADJ NOUN CCONJ NOUN ADJ VERB DET ADJ NOUN PUNCT NOUN ADP DET NOUN CCONJ NOUN VERB ADP NOUN PUNCT X ADP DET ADJ ADJ NOUN ADP DET NOUN NOUN PUNCT ADP NOUN VERB ADV ADV VERB ADV ADP DET NOUN
Such sanctions could be implemented either by insisting that before receiving funds form the EC for a particular project the member country must ensure that the project in question complies with environmental legislation, or if a member country does not comply with environmental legislation across the board, the EC could withhold funding.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	across the board	figurative	identical	ADJ NOUN VERB VERB VERB CCONJ ADP VERB ADP ADP VERB NOUN VERB DET PROPN ADP DET ADJ NOUN DET NOUN NOUN VERB VERB ADP DET NOUN ADP NOUN VERB ADP ADJ NOUN CCONJ ADP DET NOUN NOUN VERB ADV VERB ADP ADJ NOUN ADP DET NOUN DET PROPN VERB VERB VERB
Now some people, even though the Green Party has er been an established party for some time now, might feel that er it, this is the Green Party perhaps coming of age because it doesn't sound like a Green issue, you 're, you 're discussing things across the board at the moment aren't you	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	across the board	figurative	identical	ADV DET NOUN ADV ADP DET PROPN PROPN VERB INTJ VERB DET ADJ NOUN ADP DET NOUN ADV VERB VERB ADP INTJ PRON DET VERB DET PROPN PROPN ADV VERB ADP NOUN ADP PRON VERB VERB ADP DET PROPN NOUN PRON VERB PRON VERB VERB NOUN ADP DET NOUN ADP DET NOUN VERB PRON
In a move more likely to divide the party than unite it, he hinted that the traditional socialist commitment to across - the - board state benefits might be ditched. '	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0	across the board	figurative	dashes	ADP DET NOUN ADV ADJ PART VERB DET NOUN ADP VERB PRON PRON VERB ADP DET ADJ ADJ NOUN ADP ADP PUNCT DET PUNCT NOUN NOUN NOUN VERB VERB VERB PUNCT
The immediate effect of the revenue enhancement however, brought with it a more than proportionate increase in costs across the board and a surplus deflated by approximately £ 100,000.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0	across the board	figurative	identical	DET ADJ NOUN ADP DET NOUN NOUN ADV VERB ADP PRON DET ADJ ADP NOUN NOUN ADP NOUN ADP DET NOUN CCONJ DET NOUN VERB ADP ADV SYM NUM
The opposition candidate won a sweeping victory with a mandate for democracy and a fresh start across the board.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	DET NOUN NOUN VERB DET ADJ NOUN ADP DET NOUN ADP NOUN CCONJ DET ADJ NOUN ADP DET NOUN
The back foot is placed across the board on the centreline at a comfortable distance behind the front foot.	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0	across the board	literal	identical	DET ADJ NOUN VERB VERB ADP DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN
Otherwise Congress would have to face the consequences of automatic across - the - board cuts under the Gramm - Rudman - Hollings budget deficit reduction law.	0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	dashes	ADV PROPN VERB VERB PART VERB DET NOUN ADP ADJ ADP PUNCT DET PUNCT NOUN NOUN ADP DET PROPN PUNCT PROPN PUNCT PROPN NOUN NOUN NOUN NOUN
The shares have been soaring on hopes that the rate rises would go through, and Nippon Telegraph & Telephone Corp is likely to get some of the local rate increases it is seeking, Minister of Posts and Telecommunications Junichiro Koizumi told Reuters : the company wants to raise rates across the board, but the hikes are likely to be granted only for pay telephones, not for households or businesses.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	DET NOUN VERB VERB VERB ADP NOUN ADP DET NOUN NOUN VERB VERB ADV CCONJ PROPN PROPN CCONJ PROPN PROPN VERB ADJ PART VERB DET ADP DET ADJ NOUN NOUN PRON VERB VERB PROPN ADP PROPN CCONJ PROPN PROPN PROPN VERB PROPN PUNCT DET NOUN VERB PART VERB NOUN ADP DET NOUN CCONJ DET NOUN VERB ADJ PART VERB VERB ADV ADP NOUN NOUN ADV ADP NOUN CCONJ NOUN
The Butler Bloor missive identifies a number of key trends that will, in its opinion, result in a dramatic increase in networking activity across the board.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	DET PROPN PROPN NOUN VERB DET NOUN ADP ADJ NOUN ADJ VERB ADP ADJ NOUN VERB ADP DET ADJ NOUN ADP NOUN NOUN ADP DET NOUN
Erm but the more general training er sort of across the board that came up for staff in general was certain things that are, are bound to happen for example on course training will happen.	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	NOUN CCONJ DET ADV ADJ NOUN INTJ NOUN ADV ADP DET NOUN ADJ VERB PART ADP NOUN ADP ADJ VERB ADJ NOUN ADJ VERB VERB VERB PART VERB ADP NOUN ADP NOUN NOUN VERB VERB
Apart from Africa, there is not a great deal of potential arable land left, so, using an across - the - board figure, it would be necessary to devote approximately 66 per cent of all farmed lands to cereals.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	dashes	ADV ADP PROPN ADV VERB ADV DET ADJ NOUN ADP ADJ ADJ NOUN VERB CCONJ VERB DET ADP PUNCT DET PUNCT NOUN NOUN PRON VERB VERB ADJ PART VERB ADV NUM ADP NOUN ADP DET ADJ NOUN ADP NOUN
For example, a famous debate, which started with an exchange in the pages of the scholarly journal World Politics in 1966, was ostensibly an across - the - board one between Behaviouralists and Realists ( or Traditionalists as they were there called ).	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	dashes	ADP NOUN DET ADJ NOUN ADJ VERB ADP DET NOUN ADP DET NOUN ADP DET ADJ NOUN PROPN PROPN ADP NUM VERB ADV DET ADP PUNCT DET PUNCT NOUN NUM ADP PROPN CCONJ PROPN PUNCT CCONJ NOUN ADP PRON VERB ADV VERB PUNCT
Already we 're seeing sector the er, those er new independent colleges coming along and saying do you recognize, er G M B and er during the single union agreement with UNISON and we 've got ta get our act together cos the only with thing that's going on, we 're seeing local authorities getting smashed up and we 're seeing UNISON which will be going right across the board.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	ADV PRON VERB VERB NOUN DET INTJ DET INTJ ADJ ADJ NOUN VERB ADV CCONJ VERB VERB PRON VERB INTJ NOUN PROPN NOUN CCONJ INTJ ADP DET ADJ NOUN NOUN ADP PROPN CCONJ PRON VERB VERB PART VERB ADJ NOUN ADV ADP DET ADJ ADP NOUN ADJ VERB PART PRON VERB VERB ADJ NOUN VERB VERB PART CCONJ PRON VERB VERB PROPN ADJ VERB VERB VERB ADV ADP DET NOUN
All across the board, we get kids from every walk of life.	0 1 0 1 0 0 0 0 0 0 0 0	across the board	figurative	identical	ADV ADP DET NOUN PRON VERB NOUN ADP DET NOUN ADP NOUN
The commission recommended an immediate 80 per cent cut in industrial energy taxes, with the revenue shortfall made up by across - the - board increases in taxes on heating oil and electricity use.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0	across the board	figurative	dashes	DET NOUN VERB DET ADJ NUM NOUN NOUN VERB ADP ADJ NOUN NOUN ADP DET NOUN NOUN VERB PART ADP ADP PUNCT DET PUNCT NOUN NOUN ADP NOUN ADP NOUN NOUN CCONJ NOUN NOUN
With eight 88100s configured in pairs across four boards, a two - level cache system and dual memory bus architecture, the rack - mounted AV6280 unit is rated by the company at 235 MIPS and comes with 128Mb memory.	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	literal	determiner-broad	ADP NUM NUM VERB ADP NOUN ADP NUM NOUN DET NUM PUNCT NOUN NOUN NOUN CCONJ ADJ NOUN NOUN NOUN DET NOUN PUNCT VERB NOUN NOUN VERB VERB ADP DET NOUN ADP NUM PROPN CCONJ VERB ADP NUM NOUN
This was firmly rejected by the staff - side reps, who have maintained throughout the negotiations that the original agreement on LW should be adhered to, that it should be considered separately from the rest of the negotiations, and that LW needs to be a flat - rate, across - the - board payment to compensate for the costs incurred by working in London.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	dashes	DET VERB ADV VERB ADP DET NOUN PUNCT NOUN NOUN NOUN VERB VERB ADP DET NOUN ADJ DET ADJ NOUN ADP PROPN VERB VERB VERB ADP ADP PRON VERB VERB VERB ADV ADP DET NOUN ADP DET NOUN CCONJ ADP PROPN VERB PART VERB DET ADJ PUNCT NOUN ADP PUNCT DET PUNCT NOUN NOUN PART VERB ADP DET NOUN VERB ADP VERB ADP PROPN
Apart from that scenario where those people will have to apply for their jobs, and the T Os across the board	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	ADV ADP DET NOUN ADV DET NOUN VERB VERB PART VERB ADP ADJ NOUN CCONJ DET PROPN ADV ADP DET NOUN
Some of the changes will affect authorities across the board, others will be specific to particular services.	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	across the board	figurative	identical	DET ADP DET NOUN VERB VERB NOUN ADP DET NOUN NOUN VERB VERB ADJ ADP ADJ NOUN
Practice does not take place in a vacuum, and may be implicitly based on contingent theories which allow few across - the - board answers or approaches.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0	across the board	figurative	dashes	NOUN VERB ADV VERB NOUN ADP DET NOUN CCONJ VERB VERB ADV VERB ADP ADJ NOUN ADJ VERB ADJ ADP PUNCT DET PUNCT NOUN NOUN CCONJ NOUN
Their fires were still curling blue smoke into the frosty air as they filed out of the village and across the icy boards of the small bridge.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0	across the board	literal	combined-inflection	ADJ NOUN VERB ADV VERB ADJ NOUN ADP DET ADJ NOUN ADP PRON VERB ADP ADP DET NOUN CCONJ ADP DET NOUN NOUN ADP DET ADJ NOUN
Fears of higher interest rates if Labour takes power produced across - the - board mark - downs of brewing stocks.	0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0	across the board	figurative	dashes	NOUN ADP ADJ NOUN NOUN ADP PROPN VERB NOUN VERB ADP PUNCT DET PUNCT NOUN NOUN PUNCT NOUN ADP NOUN NOUN
‘ What we have seen across the board is a failure of justice,’ she said.	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0	across the board	figurative	identical	PUNCT NOUN PRON VERB VERB ADP DET NOUN VERB DET NOUN ADP PROPN PRON VERB
An election could come at any time, and policies across the board were being honed in readiness.	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	across the board	figurative	identical	DET NOUN VERB VERB ADP DET NOUN CCONJ NOUN ADP DET NOUN VERB VERB VERB ADP NOUN
So far, an across - the - board reduction of poundages by 6.25 per cent has been applied.	0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0	across the board	figurative	dashes	ADV ADV DET ADP PUNCT DET PUNCT NOUN NOUN ADP NOUN ADP NUM NOUN NOUN VERB VERB VERB
