‘ Lee, take it easy.	0 0 1 1 1	take it easy	figurative	identical	PUNCT PROPN VERB PRON ADV
I 've got to take it easy.	0 0 0 0 1 1 1	take it easy	figurative	identical	PRON VERB VERB PART VERB PRON ADJ
' Take it easy, man, you 'll kill yourself if you carry on like this.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	case	PUNCT VERB PRON ADJ INTJ PRON VERB VERB PRON ADP PRON VERB PART ADP DET
Take it easy to lose fat	1 1 1 0 0 0	take it easy	figurative	case	VERB PRON ADJ PART VERB ADJ
‘ I wish I could say take it easy.’	0 0 0 0 0 0 1 1 1	take it easy	figurative	dashes	PUNCT PRON VERB PRON VERB VERB VERB PRON ADV
Then sit back, relax, and just take it easy, you won't have to go out when it's all wet and breezy.	0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	ADV VERB ADV VERB CCONJ ADV VERB PRON ADJ PRON VERB VERB PART VERB PART ADV PRON ADV ADJ CCONJ ADJ
The Kentucky hunk who sings Achy Breaky Heart took it easy, visiting folks at a London radio station.	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0	take it easy	figurative	inflection	DET PROPN NOUN NOUN VERB PROPN PROPN PROPN VERB PRON ADV VERB NOUN ADP DET PROPN NOUN NOUN
' Take it easy, did I say!	0 1 1 1 0 0 0	take it easy	figurative	case	PUNCT VERB PRON ADV VERB PRON VERB
Take it easy, said Piers.	1 1 1 0 0	take it easy	figurative	case	VERB PRON ADV VERB NOUN
He probably was told to go home and take it easy, you know, and	0 0 0 0 0 0 0 0 1 1 1 0 0 0	take it easy	figurative	identical	PRON ADV VERB VERB PART VERB ADV CCONJ VERB PRON ADJ PRON VERB CCONJ
I would take it easy and avoid a repetition of the day before.	0 0 1 1 1 0 0 0 0 0 0 0 0	take it easy	figurative	identical	PRON VERB VERB PRON ADV CCONJ VERB DET NOUN ADP DET NOUN ADV
But if you just want to take it easy, the three - star camp site offers a swimming pool, a good restaurant and local folk dancing on a Saturday night.	0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	CCONJ ADP PRON ADV VERB PART VERB PRON ADJ DET NUM PUNCT NOUN NOUN NOUN VERB DET NOUN NOUN DET ADJ NOUN CCONJ ADJ NOUN VERB ADP DET PROPN NOUN
So Lucy said, ‘ She's taking it easy.’	0 0 0 0 0 1 1 1	take it easy	figurative	combined-inflection	ADV PROPN VERB PUNCT PRON VERB PRON ADV
After the first few lessons it is important to take it easy and not rush around as this may undo the teacher's work and the process will take longer to be effective.	0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	ADP DET ADJ ADJ NOUN PRON VERB ADJ PART VERB PRON ADJ CCONJ ADV VERB ADV ADP DET VERB VERB DET NOUN NOUN CCONJ DET NOUN VERB VERB ADJ PART VERB ADJ
But getting fit takes time and commitment and if you 're no spring chicken, you have to take it easy along the way.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0	take it easy	figurative	identical	CCONJ VERB ADJ VERB NOUN CCONJ NOUN CCONJ ADP PRON VERB DET NOUN NOUN PRON VERB PART VERB PRON ADJ ADP DET NOUN
‘ But he's going to have to take it easy for a couple of days.’	0 0 0 0 0 0 0 1 1 1 0 0 0 0 0	take it easy	figurative	identical	PUNCT CCONJ PRON VERB PART VERB PART VERB PRON ADJ ADP DET NOUN ADP NOUN
Just about the time when a nome ought to be taking it easy.	0 0 0 0 0 0 0 0 0 0 1 1 1	take it easy	figurative	inflection	ADV ADP DET NOUN ADV DET NOUN VERB PART VERB VERB PRON ADJ
' Take it easy, there's still time for that. '	0 1 1 1 0 0 0 0 0 0	take it easy	figurative	case	PUNCT VERB PRON ADV ADV ADV NOUN ADP DET PUNCT
‘ Hey, take it easy, Zack.	0 0 1 1 1 0	take it easy	figurative	identical	PUNCT INTJ VERB PRON ADJ PROPN
I will take it easy and I will have myself checked by a doctor.	0 0 1 1 1 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	PRON VERB VERB PRON ADJ CCONJ PRON VERB VERB PRON VERB ADP DET NOUN
There are no matches when we can take it easy.	0 0 0 0 0 0 0 1 1 1	take it easy	figurative	identical	ADV VERB DET NOUN ADV PRON VERB VERB PRON ADJ
Take it easy	1 1 1	take it easy	figurative	case	VERB PRON ADV
Just sit back and take it easy while I think.’	0 0 0 0 1 1 1 0 0 0	take it easy	figurative	identical	ADV VERB ADV CCONJ VERB PRON ADJ ADP PRON PUNCT
Three years I took it easy, stayed out of sight, made contacts, laid pathways.	0 0 0 1 1 1 0 0 0 0 0 0 0 0	take it easy	figurative	inflection	NUM NOUN PRON VERB PRON ADV VERB ADP ADP NOUN VERB NOUN VERB NOUN
' Take it easy, ' he murmured.	0 1 1 1 0 0 0	take it easy	figurative	case	PUNCT VERB PRON ADV PUNCT PRON VERB
Waiting games with Rembrandt and Vermeer : Brian Cathcart learns how to take it easy on a trip to The Hague, our last Channel Hop	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	VERB NOUN ADP PROPN CCONJ PROPN PUNCT PROPN PROPN VERB ADV PART VERB PRON ADV ADP DET NOUN ADP DET PROPN ADJ ADJ PROPN PROPN
Clark kept saying, ‘ Please, stop’, but Monty just kept hammering away and Clark said, ‘ For God's sake, Monty, take it easy.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	take it easy	figurative	dashes	PROPN VERB VERB PUNCT INTJ ADJ CCONJ PROPN ADV VERB VERB ADV CCONJ PROPN VERB PUNCT ADP PROPN NOUN PROPN VERB PRON ADV
Fish take it easy!	0 1 1 1	take it easy	figurative	identical	NOUN VERB PRON ADV
Crawford, 50, was advised to take it easy by his doctor.	0 0 0 0 0 1 1 1 0 0 0	take it easy	figurative	identical	PROPN NUM VERB VERB PART VERB PRON ADJ ADP ADJ NOUN
According to Willis, ‘ when the lads arrive on the shopfloor, they need no telling ( from those already there ) to ‘ take it easy’, ‘ take no notice’ or that ‘ they’(the management ) always want more ; you 've had it if you let them get their way.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	dashes	VERB ADP NOUN PUNCT ADV DET NOUN VERB ADP DET ADJ PRON VERB DET NOUN PUNCT ADP DET ADV ADV PUNCT PART PUNCT VERB PRON NOUN PUNCT VERB INTJ NOUN CCONJ ADP PUNCT DET NOUN PUNCT ADV VERB ADJ PUNCT PRON VERB VERB PRON ADP PRON VERB PRON VERB ADJ ADJ
‘ Let's see what happens tomorrow, they 're probably just in a fit about something, take it easy.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	take it easy	figurative	dashes	PUNCT VERB VERB NOUN VERB NOUN PRON VERB ADV ADV ADP DET NOUN ADP NOUN VERB PRON ADV
Thank you chairman, I think that I 'll take it easy until the chamber empty and so.	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0	take it easy	figurative	identical	VERB PRON NOUN PRON VERB ADP PRON VERB VERB PRON ADJ ADP DET NOUN ADJ CCONJ ADV
Dessie will still have to take it easy when he returns to his stable in Melton Mowbray, Leics.	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	PROPN VERB ADV VERB PART VERB PRON ADV ADV PRON VERB ADP ADJ ADJ ADP PROPN PROPN PROPN
I just want to go on the teacup ride and take it easy.	0 0 0 0 0 0 0 0 0 0 1 1 1	take it easy	figurative	identical	PRON ADV VERB PART VERB ADP DET NOUN NOUN CCONJ VERB PRON ADJ
So you just have to take it fairly easy, you know, calm down and yes and and everything will go well.	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	insertion-other	ADV PRON ADV VERB PART VERB PRON ADV ADV PRON VERB VERB PART CCONJ INTJ CCONJ CCONJ NOUN VERB VERB ADV
‘ Come on, girl, take it easy.’	0 0 0 0 1 1 1	take it easy	figurative	dashes	PUNCT VERB PART NOUN VERB PRON ADV
I can take I can take it easy	0 0 0 0 0 1 1 1	take it easy	figurative	identical	PRON VERB VERB PRON VERB VERB PRON ADJ
But take it easy all the same.	0 1 1 1 0 0 0	take it easy	figurative	identical	CCONJ VERB PRON ADJ ADJ DET ADJ
Now take it easy.	0 1 1 1	take it easy	figurative	identical	ADV VERB PRON ADV
In fact Rachel is taking it easy with a perfumed chicken korma, I 'm looking forward to my tandoori biriani, and we share a mixed vegetable bahjee, some chutneys, and a great omelette of nan bread.	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	inflection	ADP NOUN PROPN VERB VERB PRON ADJ ADP DET ADJ NOUN NOUN PRON VERB VERB ADV ADP ADJ NOUN NOUN CCONJ PRON VERB DET ADJ NOUN NOUN DET NOUN CCONJ DET ADJ NOUN ADP NOUN NOUN
They called it ' lying in ' — and if you couldn't actually ' lie ' all the time, people around you made quite sure you took it very easy indeed.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0	take it easy	figurative	combined-inflection	PRON VERB PRON PUNCT VERB ADP PUNCT PUNCT CCONJ ADP PRON VERB ADV PUNCT VERB PUNCT ADJ DET NOUN NOUN ADP PRON VERB ADV ADJ PRON VERB PRON ADV ADV ADV
Nigger Asnett, who had been taking it very easy since his homecoming, decided it was time to start work.	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	combined-inflection	PROPN PROPN NOUN VERB VERB VERB PRON ADV ADV ADP ADJ NOUN VERB PRON VERB NOUN PART VERB NOUN
‘ Damn you, take it easy!’	0 0 0 1 1 1	take it easy	figurative	dashes	PUNCT PROPN PRON VERB PRON VERB
People take it easy here, lying under beach umbrellas, stretching out in the sun or slipping into the sea for a swim.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	NOUN VERB PRON ADV ADV VERB ADP NOUN NOUN VERB PART ADP DET NOUN CCONJ VERB ADP DET NOUN ADP DET NOUN
So while the champagne corks pop at tonights glittering premier at least some of the stars will be taking it easy at home — enjoying a nice fat fish instead.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0	take it easy	figurative	inflection	CCONJ ADP DET NOUN NOUN VERB ADP NOUN VERB NOUN ADP ADJ DET ADP DET NOUN VERB VERB VERB PRON ADJ ADP NOUN PUNCT VERB DET ADJ ADJ NOUN ADV
He could afford to take it easy and he picked and chose carefully whatever he wanted to do.	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	PRON VERB VERB PART VERB PRON ADV CCONJ PRON VERB CCONJ VERB ADV ADJ PRON VERB PART VERB
The elderly relatives did what they could but it meant that all through his life — not that he even survived to forty — there was never a chance to take it a bit easier, no one he could rely on to do the work if he was ill or tired.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	misc	DET ADJ NOUN VERB NOUN PRON VERB CCONJ PRON VERB ADP DET ADP ADJ NOUN PUNCT ADV ADP PRON ADV VERB ADP NUM PUNCT ADV VERB ADV DET NOUN PART VERB PRON DET NOUN ADJ DET NOUN PRON VERB VERB ADP PART VERB DET NOUN ADP PRON VERB ADJ CCONJ ADJ
No matter what's wrong, they prescribe more pills and tell her to take it easy.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	take it easy	figurative	identical	ADV ADV NOUN ADJ PRON VERB ADJ NOUN CCONJ VERB PRON PART VERB PRON ADJ
She must take it easy for the next few days.	0 0 1 1 1 0 0 0 0 0	take it easy	figurative	identical	PRON VERB VERB PRON ADJ ADP DET ADJ ADJ NOUN
" Wait a minute — hey, take it easy, " I said.	0 0 0 0 0 0 1 1 1 0 0 0	take it easy	figurative	identical	PUNCT VERB DET NOUN PUNCT INTJ VERB PRON ADJ PUNCT PRON VERB
Take it easy now.	1 1 1 0	take it easy	figurative	case	VERB PRON ADV ADV
Just take it easy for a few minutes and save your strength for when the police arrive.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	ADV VERB PRON ADJ ADP DET ADJ NOUN CCONJ VERB ADJ NOUN ADP ADV DET NOUN VERB
The doctors had told her to take it easy.	0 0 0 0 0 0 1 1 1	take it easy	figurative	identical	DET NOUN VERB VERB PRON PART VERB PRON ADJ
I think she's going to give up work soon so she can take it easy.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	take it easy	figurative	identical	PRON VERB PRON VERB PART VERB PART NOUN ADV ADP PRON VERB VERB PRON ADJ
We should take it easy and not be led by the nose by the Commission or by the Council of Foreign Ministers.	0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	PRON VERB VERB PRON ADJ CCONJ ADV VERB VERB ADP DET NOUN ADP DET PROPN CCONJ ADP DET PROPN ADP PROPN PROPN
' Take it easy, ' I said.	0 1 1 1 0 0 0	take it easy	figurative	case	PUNCT VERB PRON ADV PUNCT PRON VERB
‘ I knew most of the drivers would take it easy so I put in an attack,’ he said.	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0	take it easy	figurative	identical	PUNCT PRON VERB ADJ ADP DET NOUN VERB VERB PRON ADJ ADV PRON VERB PART DET NOUN PRON VERB
‘ Now, I want you both to just relax and take it easy,’ she told them with a warm smile.	0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0	take it easy	figurative	dashes	PUNCT ADV PRON VERB PRON DET PART ADV VERB CCONJ VERB PRON PROPN PRON VERB PRON ADP DET ADJ NOUN
The first little bit of time is spent just to sort of take it easy, take our time, get to know another, and for us to assess the drive.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	DET ADJ ADJ NOUN ADP NOUN VERB VERB ADV PART ADV ADV VERB PRON ADV VERB ADJ NOUN VERB PART VERB DET CCONJ ADP PRON PART VERB DET NOUN
But sometimes it is disturbing to mothers, so if you feel uncomfortable about it you can try giving him a toy to hold while he's on the toilet seat’ ; and in general : ‘ If you take it easy in caring for your baby, you will be doing him a great service.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	CCONJ ADV PRON VERB VERB ADP NOUN CCONJ ADP PRON VERB ADJ ADP PRON PRON VERB VERB VERB PRON DET NOUN PART VERB ADP PRON ADP DET NOUN NOUN PUNCT CCONJ ADP ADJ PUNCT PUNCT ADP PRON VERB PRON ADV ADP VERB ADP ADJ NOUN PRON VERB VERB VERB PRON DET ADJ PUNCT
' Take it easy, ' said Iris.	0 1 1 1 0 0 0	take it easy	figurative	case	PUNCT VERB PRON ADV PUNCT VERB PROPN
Ssh — take it easy, take it easy —‘control’, remember?	0 0 1 1 1 0 0 0 0 0	take it easy	figurative	identical	NOUN PUNCT VERB PRON ADV VERB PRON ADJ NOUN VERB
Er are you feeling in the mood to take it easy?	0 0 0 0 0 0 0 0 1 1 1	take it easy	figurative	identical	INTJ VERB PRON VERB ADP DET NOUN PART VERB PRON ADJ
' Take it easy, Belle, ' Ace said, and smiled.	0 1 1 1 0 0 0 0 0 0	take it easy	figurative	case	PUNCT VERB PRON ADV PROPN PUNCT PROPN VERB CCONJ VERB
‘ Nick Faldo is not there to take it easy, but that's Faldo's game.	0 0 0 0 0 0 0 1 1 1 0 0 0 0	take it easy	figurative	identical	PUNCT PROPN PROPN VERB ADV ADV PART VERB PRON ADJ CCONJ DET PROPN NOUN
If you 're thinking of getting into shape, take it easy and build up slowly — a frantic training programme greatly increases risk of over - use injury.	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	ADP PRON VERB VERB ADP VERB ADP NOUN VERB PRON ADV CCONJ VERB PART ADV PUNCT DET ADJ NOUN NOUN ADV VERB NOUN ADP ADP PUNCT NOUN NOUN
I ' m going to take it easy.	0 0 0 0 0 1 1 1	take it easy	figurative	identical	PRON PUNCT VERB VERB PART VERB PRON ADJ
‘ Now then, Chris, you take it easy and have an early night.	0 0 0 0 0 1 1 1 0 0 0 0 0	take it easy	figurative	identical	PUNCT ADV ADV PROPN PRON VERB PRON ADV CCONJ VERB DET ADJ NOUN
I can take it easy, relax a with the galacvid — which is networked through the sentient worlds along another form of call - beam following the GalacNet lines.	0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	take it easy	figurative	identical	PRON VERB VERB PRON ADV VERB DET ADP DET NOUN PUNCT ADJ VERB VERB ADP DET NOUN NOUN ADP DET NOUN ADP NOUN PUNCT NOUN VERB DET PROPN NOUN
