bark up the wrong tree	yes	barking/VERB up/ADP wrong/ADJ tree/NOUN	tree	bomen;boompjes;boom
basket case	yes	basket/NOUN case/NOUN	basket case	mandjes;mand;korf;manden;baskets;mandje;basket;korven kist;kistje;zaakje;gevallen;kisten;dossiers;krat;dozen;geval;kratten;koffertjes;zaak;koffers;koffertje;zaken;koffer
batten down the hatches	yes	batten/VERB down/ADP hatches/NOUN	hatches	luikjes;uitluik;uitgangen;spijkers;deluiken;luik;uitschieters;luikje;deurluik;luiken;uitschieter;uitvalsbasis;deurluiken
be all ears	yes	were/AUX all/DET ears/NOUN	ears	oor;oren
be left holding the baby	yes	been/AUX left/VERB holding/VERB baby/NOUN was/AUX	baby	babys;baby;kindje;babies;kinderen;kind
be my guest	yes	be/AUX my/DET guest/NOUN	guest	gast;gasten
bear fruit	yes	fruit/NOUN bear/VERB	fruit	vruchtvlees;vrucht;vruchtensoort;vruchtje;fruitje;fruitsoorten;fruit;vruchten
bear in mind	yes	in/ADP mind/NOUN	mind	verstand;brein;geesten;gedachtes;hersenen;geest;gedachte;gedachten
beard the lion in his den	yes	bearding/VERB lion/NOUN in/ADP his/DET den/NOUN	lion den	leeuwen;leeuw hut;studeerkamer;hokje;kuil;kuilen;holen;gat;hol;studeerzaal;grot;hole;kelders;hobbykamer;schuilplaats;schuilplaatsen;studio;studeerkamers;grotten;kamer;hok;studeerplek;tent;put
beat about the bush	yes	beat/VERB about/ADP bush/NOUN	bush	bosjes;struikje;bos;struiken;bossen;bosje;struik;jungle;struikgewas
beat swords into ploughshares	yes	sword/NOUN beaten/VERB into/ADP ploughshare/NOUN	sword ploughshare	zwaarden;zwaard ploegenschaar;ploegschaar;ploegdeeltjes;ploeghelften;ploegdeeltje;ploeghelft;ploegendeel;ploegenhouders;ploegenschaartjes;ploegdeel;ploegdelen;ploegknechten;ploegspullen;ploegkap;ploeg;ploegscharen;ploegendeeltje;ploegenscharen;deel;ploegschaartjes
beat the clock	yes	beat/VERB clock/NOUN	clock	klok;klokkenspel;horloges;klokjes;uur;klokken;klokje;tijd
beat the daylights out of	yes	beat/VERB daylights/NOUN out/SCONJ of/ADP	daylights	daglichteling;dageraad;dag;daglichtelingen;lichtdag;daglichtje;daglicht;daglichtjes;nacht;daglichten;licht;dagenlicht
beat the meat	yes	beat/VERB meat/NOUN	meat	vleessoorten;vleesje;vleesstukken;vlees;vleesresten;vleessoort;vleeswaren;vleeszak;vleesvlees;vleesjes;vleesgerecht;vleesstuk;stuk
beat the rap	yes	beat/VERB rap/NOUN	rap	rapen;raps;val;rapt;aanklacht;rappen;rapje;strafblad;rap;valstrik;straf;schuld;onzin
bedroom eyes	yes	bedroom/NOUN eyes/NOUN /PUNCT	bedroom eyes	kamers;kamer;slaapkamer;slaapkamers oogje;oog;blik;ogen
been there, done that	no	been/AUX there/ADV /PUNCT done/VERB that/DET		
beer and skittles	yes	beer/NOUN and/CCONJ skittles/NOUN	beer skittles	bier;pilsje;bieren;biertje;biertjes boot;quittle;kegelspel;kittel;kittens;skitle;skittle;schoorstenen;schorren;skitttle;scharrels;schoorsteen;schip;kegel;skittles;schoorsteentje;schijterds;skottle;schaatser;scharrel;quittles;schijterdje;struikelblok
before you can say jack robinson	no	before/ADP you/PRON can/VERB say/VERB jack/PROPN robinson/PROPN /PUNCT		
before you can say knife	yes	before/ADP you/PRON can/VERB say/VERB knife/NOUN	knife	mesje;mesjes;mes;messen
beg the question	yes	question/NOUN begs/VERB	question	vraagje;vragen;vraag;paar
beggars can't be choosers	yes	beggars/NOUN ca/VERB nt/PART be/AUX choosers/NOUN	beggars choosers	bedelaars;bedelaar;bedelen;bedelaartje kiezers;mensen;keuzes;keus;koker;kieskeurigers;kieskeurigen;kiesmers;keuzemaker;kiesaars;keuze;kiesschijf;kiesgerechtigden;kieser;keuzegever;kiezer;kiesers;kiesaar;persoon;kieslijst;kiesmannen;kiesman
behind bars	yes	behind/ADP bars/NOUN	bars	tralies;streepjes;tralie;cafés;reep;bar;bars;kroegen;repen;kroeg;café;balken;staven;kroegje;stang
behind closed doors	yes	behind/ADP closed/ADJ doors/NOUN	doors	deuren;poorten;poort;deur;deurtjes
behind someone's back	yes	behind/ADP back/NOUN	back	ruggen;achterkanten;achterzijde;terug;achterdeur;achterkant;rug
behind the curve	yes	behind/ADP curve/NOUN	curve	cirkel;boog;bochten;kromming;cirkels;krommingen;krommen;curven;curves;bocht;kromtelijn;kromte;rondingen;curve;ronding;kromme
behind the eight ball	yes	behind/ADP eight/NUM ball/NOUN	eight ball	acht;achten;man;keer;achts;achttallen;achttal;eights;achtje;achtjes balletje;kloten;ballen;ballenbal;lef;bal
behind the scenes	yes	behind/ADP scenes/NOUN	scenes	scène;taferelen;scene;scènes;misdaad;plek;scenes;tafereel;scéne;plaats;delict
bell the cat	yes	belling/VERB cat/NOUN	cat	katje;cats;poezen;poesje;katten;kat;poes
bells and whistles	yes	bells/NOUN and/CCONJ whistles/NOUN	bells whistles	klok;klokkenluider;belletjes;klokkenspel;toeters;bellen;bel;klokjes;belle;belletje;klokken;bell;klokje fluit;cent;fluitsignaal;fluiten;fluitje;fluitjes
below par	yes	below/ADP par/NOUN	par	pastor;par;paring;parasiet;pars;pastoor;pares;parcours;paragraaf;pastorie;parasit;paren;rol;pari;paraat;pare;paras;parel;pareltje;parade
below the belt	yes	below/ADP belt/NOUN	belt	banden;riempje;riem;gordels;gordel;riemen;band
belt and braces	yes	belt/NOUN and/CCONJ braces/NOUN	belt braces	banden;riempje;riem;gordels;gordel;riemen;band bretels;bretel;braces;beugels;beugel;armband;brace
bend someone's ear	yes	ear/NOUN bending/VERB	ear	oor;oren
beside yourself	no	beside/ADP yourself/PRON /PUNCT		
better late than never	no	better/ADV late/ADV than/SCONJ never/ADV		
better safe than sorry	no	better/ADV safe/ADJ than/SCONJ sorry/ADJ		
better the devil you know	yes	better/ADV devil/NOUN you/PRON know/VERB	devil	duiveltje;duivels;duivel
between a rock and a hard place	yes	between/ADP rock/NOUN and/CCONJ hard/ADJ place/NOUN	rock place	kei;rots;ijs;keien;rotsen;stenen;steen plaatsen;boel;flat;plaatsje;huis;plek;locaties;plekken;plekje;plaats
between the devil and the deep blue sea	yes	between/ADP devil/NOUN and/CCONJ deep/ADJ blue/ADJ sea/NOUN	devil blue sea	duiveltje;duivels;duivel blauw zees;zeeën;wateren;oceanen;zee;oceaan;zeeen
betwixt and between	yes	betwixt/NOUN and/CCONJ between/ADP	betwixt	spel;weddenschap;betwix;wedstrijd;tweeling;truck;tussen;twixt;betwixt;betwik;weddenschappen
beyond the pale	yes	beyond/ADP pale/NOUN	pale	dingen;vlek;gevoel;bleekheid;bleeksel;bleekte;verbleeken;bleektes;verbleekt;bleekten;bleekscheet;ogen;bleekjes;plekken;bleekzak;bleek;bleekje
big girl's blouse	yes	big/ADJ girl/NOUN s/PART blouse/NOUN	girl blouse	meisje;meiden;vrouw;meisjes;meid;vriendin;vrouwen bloesje;blouses;blouse;blous;bloes
big hitter	yes	big/ADJ hitters/NOUN hitter/NOUN	hitters hitter	hitser;schutter;schutters;hitter;huurmoordenaars;aanvallers;slagers;slagploeg;hitsers;huurling;slagvrouwen;slagman;slagmannen;daders;slagvrouw;aanvaller;moordenaar;moordenaars;dader;huurmoordenaar;hitters;huurmoordenares hitser;schutter;schutters;hitter;huurmoordenaars;aanvallers;slagers;slagploeg;hitsers;huurling;slagvrouwen;slagman;slagmannen;daders;slagvrouw;aanvaller;moordenaar;moordenaars;dader;huurmoordenaar;hitters;huurmoordenares
birds of a feather	yes	birds/NOUN of/ADP feather/NOUN	birds feather	vogeltje;vogeltjes;vogels;vogel veertje;veertjes;verenveer;verenbalk;pluim;pluimen;veren;veder;veer
bite off more than you can chew	no	bitten/VERB off/ADP more/ADV than/SCONJ you/PRON can/VERB chew/VERB /PUNCT		
bite someone's head off	yes	head/NOUN off/ADP bite/VERB	head	hoofden;kop;hoofd;koppigheid;koppen;hoofdje
bite the big one	yes	bit/NOUN big/ADJ one/NOUN	bit one	dingen;gedeelte;stukken;onderdelen;bits;bit;delen;paar;stukjes;beetje;stukje;stuk;deel eentje;die;één;een;degenen;paar;enen
bite the bullet	yes	bullet/NOUN bite/VERB	bullet	kogels;kogel
bite the dust	yes	dust/NOUN	dust	dingen;stofje;afstoffen;stofzuigers;afstof;stofwolk;stofjes;stofferen;beelden;stoffen;stofwolken;stofzak;stof
bite your lip	yes	bite/VERB your/DET lip/NOUN	lip	lippenstift;lippen;lippjes;lip;lipje;mond;lipjes
bite your tongue	yes	your/DET tongue/NOUN bite/VERB	tongue	tongen;taal;tong
bits and bobs	yes	bits/NOUN and/CCONJ bobs/PROPN	bits	dingen;gedeelte;stukken;onderdelen;bits;bit;delen;paar;stukjes;beetje;stukje;stuk;deel
black and blue	no	black/ADJ and/CCONJ blue/ADJ	black blue	
blaze a trail	yes	blazing/VERB trail/NOUN	trail	paden;spoor;sporen;banen;trails;pad;routes;sporenspoor;wegen;weg;route;parcours
bleeding heart	yes	bleeding/VERB heart/NOUN	heart	hartjes;hart;harten;hartje
blood and guts	yes	blood/NOUN and/CCONJ guts/NOUN	blood guts	bloedbroeders;man;lichaam;bloedpje;bloedmonsters;bloedbeeld;bloedverschijnsel;bloedcellen;bloed;bloedmonster;bloedsporen gevoel;buik;ballen;maag;darm;buikje;intuïtie;darmen;ingewanden;buikgevoel;lef;moed
blood and thunder	yes	blood/NOUN and/CCONJ thunder/NOUN	blood thunder	bloedbroeders;man;lichaam;bloedpje;bloedmonsters;bloedbeeld;bloedverschijnsel;bloedcellen;bloed;bloedmonster;bloedsporen donder;onweersbuien;dondergangen;donderslagen;onweersbui;onweer;bliksem;donderslag;dondergang;donders
blood is thicker than water	yes	blood/NOUN is/AUX thicker/ADJ than/SCONJ water/NOUN	blood water	bloedbroeders;man;lichaam;bloedpje;bloedmonsters;bloedbeeld;bloedverschijnsel;bloedcellen;bloed;bloedmonster;bloedsporen wateren;watertje;water;waters;zee
blow a fuse	yes	fuse/NOUN blew/VERB	fuse	zekeringtje;ontsteker;ontstekingen;zekeringen;lonten;zekering;zekeren;lont;stoppen;ontsteking
blow a gasket	yes	gasket/NOUN blew/VERB	gasket	pakking;pakkingen;afdichting;afdichtingen;pakkingje
blow hot and cold	no	hot/ADJ and/CCONJ cold/ADJ		
blow off steam	yes	blew/VERB off/ADP steam/NOUN	steam	stoomje;stoombad;damp;dampen;stoom;stoomboot;stooms;stoomstoom;stoompoten
blow someone's cover	yes	blow/VERB cover/NOUN	cover	dekschild;covers;deken;kaft;dekt;dekking;schuilplaats;hoezen;dekbed;dekentjes;dekens;hoes;voorkant;cover;kap;dekentje;dekmantel;dekkingen;hoesje;voorpagina;omslag;deksels
blow someone's mind	yes	my/DET mind/NOUN /PUNCT blew/VERB	mind	verstand;brein;geesten;gedachtes;hersenen;geest;gedachte;gedachten
blow the lid off	yes	lid/NOUN blown/VERB off/ADP	lid	dekseltje;klep;ooglid;oogdeksel;deksels;oogleden;deksel
blow your own trumpet	yes	blowing/VERB your/DET own/ADJ trumpet/NOUN blow/VERB	trumpet	bazuin;trompettist;bazuinen;trompet;trompetten
blow your top	yes	blow/VERB your/DET top/NOUN	top	bovenkanten;maximalen;topsen;topje;punten;dak;top;bovenkant;topjes;tops;shirt;toppen;blad
bob's your uncle	yes	bob/PROPN s/PART your/DET uncle/NOUN /PUNCT	uncle	nonkels;oom;ooms
body blow	yes	body/NOUN blow/NOUN	body blow	lijken;lichaam;dode;lichamen;lijk blazen;klappen;klap;stoot;ballen;knal;blow;slag;blows;kogels;klapper;stoten;blaast
boots and all	yes	boot/NOUN and/CCONJ all/DET	boot	laarzen;laars;boot;opstarten;laarsje;schoen;laarsjes;kofferbak;schoenen;koffer
born and bred	no	born/VERB and/CCONJ bred/VERB		
bottom drawer	yes	bottom/ADJ drawer/NOUN	drawer	lade;broek;schuifladen;kast;onderbroek;ladekast;ladetje;laden;lades;onderbroeken;ladenkast;lader;ladekastje
bounce off the walls	yes	off/ADP walls/NOUN bounced/VERB	walls	muurtje;muurtjes;wanden;muur;muren;wand
bow and scrape	no	bowing/VERB and/CCONJ scraping/VERB		
box clever	no	boxing/VERB clever/ADJ box/VERB		
boys in blue	yes	boys/NOUN in/ADP blue/ADJ	boys blue	jongetje;jongens;mannetje;zoon;knul;jongen;kinderen;mannen;kind blauw
boys will be boys	yes	boys/NOUN will/VERB be/AUX	boys	jongetje;jongens;mannetje;zoon;knul;jongen;kinderen;mannen;kind
brass monkey	yes	brass/NOUN monkey/NOUN /PUNCT monkeys/NOUN	brass monkey monkeys	koper;pief;man;bazen;mensen;baas;piefen;leiding;agenten;mannetje;heren;messing;pieten aapjes;aap;aapje;apen aapjes;apen;aapje;aap
brass neck	yes	brass/NOUN neck/NOUN /PUNCT	brass neck	koper;pief;man;bazen;mensen;baas;piefen;leiding;agenten;mannetje;heren;messing;pieten strikken;halzen;hals;nekken;nekje;nek
bread and circuses	yes	bread/NOUN and/CCONJ circuses/NOUN	bread circuses	brood;broden;broodjes;broodje;brooden circusjes;circusten;circus;circussen;circusje
break cover	yes	cover/NOUN	cover	dekschild;covers;deken;kaft;dekt;dekking;schuilplaats;hoezen;dekbed;dekentjes;dekens;hoes;voorkant;cover;kap;dekentje;dekmantel;dekkingen;hoesje;voorpagina;omslag;deksels
break even	no	even/ADV break/VERB		
break new ground	yes	new/ADJ ground/NOUN	ground	bodem;aarde;gronden;gebied;omgeving;ondergrond;reden;plek;terrein;grond;vloer;landgoed;stuk;weg
break ranks	yes	ranks/NOUN broke/VERB	ranks	ranken;gelederen;rang;rijen;groep;rangen;rank;rij;klasse;positie;stand
break someone's heart	yes	heart/NOUN	heart	hartjes;hart;harten;hartje
break the back of	yes	back/NOUN of/ADP	back	ruggen;achterkanten;achterzijde;terug;achterdeur;achterkant;rug
break the bank	yes	break/VERB bank/NOUN	bank	bank;bankje;banken
break the ice	yes	break/VERB ice/NOUN	ice	ijskoude;ijsjes;ijsje;ijs;ijsberg;ijsbergen;ijsblokje
breathe down someone's neck	yes	breathing/VERB down/ADP neck/NOUN	neck	strikken;halzen;hals;nekken;nekje;nek
bright and early	no	bright/ADJ and/CCONJ early/ADJ		
bright young thing	yes	bright/ADJ young/ADJ things/NOUN	things	dingen;ding;hoop;dingetje;paar;aantal;zaak
bring home the bacon	yes	bring/VERB home/ADV bacon/NOUN	bacon	spekzak;bacontje;baconn;bacontjes;spekjes;baconen;bacons;spekje;baconnen;spek;bacon
bring someone to book	yes	bring/VERB to/ADP book/NOUN brought/VERB	book	boekjes;boeken;boekhouding;boek
bring the house down	yes	house/NOUN down/ADP brought/VERB	house	huisje;woning;woningen;huis;huizen;huisjes
bring up the rear	yes	up/ADP rear/NOUN	rear	achterhoede;gezicht;achter;achterwerk;achterkanten;achterzijde;achterdeur;achterkant;rug;ruggensteun
