beggars can't be choosers	yes	beggars/NOUN ca/VERB nt/PART be/AUX chooserssituation/NOUN choosers/NOUN	beggars chooserssituation choosers	bedelaar;bedelaars kiessituatie;kiezerssituatie kiezer;kiezers
behind bars	yes	behind/ADP bars/NOUN bar/NOUN /PUNCT	bars bar	bar;tralie;tralies;café;kroeg bar;tralie;tralies;café;kroeg
behind closed doors	yes	behind/ADP closed/ADJ doors/NOUN /PUNCT	doors	deur;deuren
behind someone's back	yes	behind/ADP your/DET back/NOUN /PUNCT his/DET their/DET backs/NOUN my/DET her/PRON while/SCONJ our/DET vincent/PROPN lucien/PROPN patsy/PROPN	back backs	rug;ruggen;terug ruggen;rug;terug
behind the curve	yes	behind/ADP curve/NOUN	curve	ronding;kromming;bocht;bochten;kromme;rondingen
behind the eight ball	yes	behind/ADP eight/NUM ball/NOUN	eight ball	achts;acht;achten ballen;bal
behind the scenes	yes	behind/ADP scenes/NOUN scene/NOUN scenesibid39/PROPN	scenes scene	scènes;scène scènes;scène
bell the cat	yes	belling/VERB cat/NOUN	cat	katten;kat
bells and whistles	yes	bells/NOUN and/CCONJ whistles/NOUN /PUNCT	bells whistles	belletje;klok;bel;klokkenluider;klokkenspel;bellen fluitje;fluit;fluitjes;cent;fluiten
below par	yes	below/ADP par/NOUN /PUNCT	par	
below the belt	yes	below/ADP belt/NOUN /PUNCT	belt	gordel;riem;riemen
belt and braces	yes	belt/NOUN and/CCONJ braces/NOUN /PART	belt braces	gordel;riem;riemen beugelen;beugel;beugels;bretels;bretel
bend someone's ear	yes	bent/ADJ minton/PROPN ear/NOUN bending/VERB his/DET my/DET bend/VERB your/DET ears/NOUN god/PROPN	ear ears	oren;oor oren;oor
better the devil you know	yes	better/ADV devil/NOUN you/PRON know/VERB	devil	duivel;duivels
between a rock and a hard place	yes	between/ADP rock/NOUN and/CCONJ hard/ADJ place/NOUN /PUNCT	rock place	rotsen;steen;rots;stenen plaats;plek;plaatsen
between the devil and the deep blue sea	yes	between/ADP devil/NOUN and/CCONJ deep/ADJ blue/ADJ sea/NOUN /PUNCT	devil blue sea	duivel;duivels blauw zeeën;zee
betwixt and between	yes	betwixt/NOUN and/CCONJ between/ADP	betwixt	tussen;weddenschap
beyond the pale	yes	beyond/ADP pale/NOUN /PUNCT	pale	verbleken;bleekje;bleekte;bleekjes;blijken;blee;bleek;bleken;bleke;verbleekt
big girl's blouse	yes	big/ADJ girl/NOUN s/PART blouse/NOUN	girl blouse	meisjes;meisje;meid blouse;bloes
big hitter	yes	big/ADJ hitters/NOUN hitter/NOUN biggest/ADJ bigger/ADJ	hitters hitter	slagman;huurmoordenaar;slagmannen;slagvrouw slagman;huurmoordenaar;slagmannen;slagvrouw
birds of a feather	yes	birds/NOUN of/ADP feather/NOUN /PUNCT	birds feather	vogeltje;vogel;vogels veer;veren;veertje
bite someone's head off	yes	bit/VERB my/DET head/NOUN off/ADP /PUNCT bite/VERB his/DET bitten/VERB her/DET your/DET biting/VERB its/DET	head	kop;hoofd;hoofden
bite the big one	yes	bit/NOUN big/ADJ one/NOUN	bit one	beetje een;één;eentje;degene;degenen;ene
bite the bullet	yes	bit/VERB bullet/NOUN bite/VERB bitten/VERB biting/VERB /PUNCT bullets/NOUN bites/VERB	bullet bullets	kogel;kogels kogel;kogels
bite the dust	yes	biting/VERB dust/NOUN bitten/VERB bites/NOUN bit/VERB bite/VERB	dust bites	stof;stofjes bijt;hapje;beten;beet;bijten;hap
bite your lip	yes	bite/VERB your/DET lip/NOUN	lip	lippen;lip
bite your tongue	yes	biting/VERB your/DET tongue/NOUN bite/VERB /PUNCT	tongue	tongen;tong
bits and bobs	yes	bits/NOUN and/CCONJ bobs/PROPN	bits	beetje
blaze a trail	yes	blazing/VERB trail/NOUN blaze/VERB blazes/VERB blazed/VERB trails/NOUN	trail trails	parcours;paden;spoor;pad;sporen parcours;paden;spoor;pad;sporen
bleeding heart	yes	bleeding/VERB hearts/NOUN /PUNCT heart/NOUN	hearts heart	hart;harten;hartje hart;harten;hartje
blood and guts	yes	blood/NOUN and/CCONJ guts/NOUN /PUNCT	blood guts	bloed darm;ingewanden;intuïtie;lef;ingewand;instinct
blood and thunder	yes	blood/NOUN and/CCONJ thunder/NOUN	blood thunder	bloed donder;onweer;donders;dond;onweersbui;donderslag
blood is thicker than water	yes	blood/NOUN is/AUX thicker/ADJ than/SCONJ water/NOUN /PUNCT being/AUX	blood water	bloed wateren;water
blow a fuse	yes	blow/VERB fuse/NOUN /PUNCT blown/VERB blew/VERB fuses/NOUN	fuse fuses	zekeringen;zekering;lont zekeringen;zekering;lont
blow a gasket	yes	blow/VERB gasket/NOUN blown/VERB blew/VERB gaskets/NOUN	gasket gaskets	afdichting;pakkingen;pakking afdichting;pakkingen;pakking
blow off steam	yes	blew/VERB off/ADP steam/NOUN	steam	stoom;dampen;damp;forecast
blow someone's cover	yes	blow/VERB his/DET cover/NOUN her/DET blew/VERB their/DET /PUNCT your/DET blown/VERB my/DET blowing/VERB	cover	dekmantel;deken;dekbed;dekt;dekken;hoes;omslag
blow someone's mind	yes	blowing/VERB my/DET mind/NOUN blow/VERB your/DET /PUNCT blew/VERB daughter/NOUN her/DET our/DET minds/NOUN blown/VERB people/NOUN blows/VERB	mind daughter minds people	geesten;geest dochter;dochters geesten;geest mensen;mens;volk
blow the lid off	yes	lid/NOUN blown/VERB off/ADP	lid	deksel;deksels
blow your own trumpet	yes	blowing/VERB your/DET own/ADJ trumpet/NOUN blow/VERB	trumpet	trompetten;trompet
blow your top	yes	blow/VERB your/DET top/NOUN	top	top;topje
bob's your uncle	yes	bob/PROPN s/PART your/DET uncle/NOUN /PUNCT uncles/NOUN	uncle uncles	ooms;oom ooms;oom
body blow	yes	body/NOUN blow/NOUN /PUNCT blows/NOUN	body blow blows	lichaam;lijk;lichamen blaast;blaas;blazen;klap;klappen blaast;blaas;blazen;klap;klappen
boots and all	yes	boot/NOUN and/CCONJ all/DET	boot	opstarten;laars;laarzen;kofferbak
bottom drawer	yes	bottom/ADJ drawer/NOUN drawers/NOUN	drawer drawers	la;lades;onderbroek;lade;laden la;lades;onderbroek;lade;laden
bounce off the walls	yes	bouncing/VERB off/ADP walls/NOUN bounced/VERB wall/NOUN bounces/VERB bounce/VERB	walls wall	muren;muur muren;muur
bow and scrape	yes	bowing/VERB and/CCONJ scraping/VERB bowed/VERB scraped/VERB bow/VERB scrape/NOUN	scrape	schram;schaafwonden;schrapen;schrammetjes;schraap;schaafwond;schrammen;schrammetje
boys in blue	yes	boys/NOUN in/ADP blue/ADJ /PUNCT boy/NOUN	boys blue boy	jongen;jongens blauw jongen;jongens
boys will be boys	yes	boys/NOUN will/VERB be/AUX /PUNCT	boys	jongen;jongens
brass monkey	yes	brass/NOUN monkey/NOUN /PUNCT monkeys/NOUN	brass monkey monkeys	messing aap;apen;aapje aap;apen;aapje
brass neck	yes	brass/NOUN neck/NOUN /PUNCT	brass neck	messing hals;nekken;nek;halzen
bread and circuses	yes	bread/NOUN and/CCONJ circuses/NOUN circus/NOUN	bread circuses circus	broodje;brood;broden circussen;circus 
break cover	yes	breaking/VERB cover/NOUN broke/VERB break/VERB /PUNCT breaks/NOUN	cover breaks	dekmantel;deken;dekbed;dekt;dekken;hoes;omslag doorbraak;pauzes;breken;pauze;breuk;breekt
break new ground	yes	breaking/VERB new/ADJ ground/NOUN broke/VERB break/VERB broken/VERB breaks/VERB	ground	gronden;grond
break ranks	yes	break/VERB ranks/NOUN broke/VERB breaking/VERB broken/VERB rank/NOUN	ranks rank	gelederen;rang;gelid;rangen gelederen;rang;gelid;rangen
break someone's heart	yes	broken/VERB her/DET heart/NOUN breaking/VERB break/VERB my/DET breaks/VERB your/DET tailor/NOUN queen/PROPN broke/VERB perdita/PROPN their/DET hearts/NOUN /PUNCT woking/PROPN girl/NOUN partner/NOUN united/PROPN city/PROPN men/NOUN his/DET our/DET one/NOUN mum/PROPN gloucester/PROPN mother/NOUN father/NOUN jennifer/PROPN daughter/NOUN everyone/PRON linnet/PROPN joyce/PROPN maria/PROPN mummy/PROPN	heart tailor hearts girl partner men one mother father daughter	hart;harten;hartje kleermakers;kleermaker hart;harten;hartje meisjes;meisje;meid partner man;mannen een;één;eentje;degene;degenen;ene moeders;moeder vaders;vader dochter;dochters
break the back of	yes	break/VERB back/NOUN of/ADP breaking/VERB broken/VERB broke/VERB	back	rug;ruggen;terug
break the bank	yes	break/VERB bank/NOUN broken/VERB banks/NOUN breaking/VERB broke/VERB	bank banks	banken;bank banken;bank
break the ice	yes	break/VERB ice/NOUN broken/VERB breaking/VERB broke/VERB /PUNCT breaks/VERB	ice	ijsjes;ijsje;ijs
breathe down someone's neck	yes	breathing/VERB down/ADP his/DET neck/NOUN my/DET /PUNCT her/DET our/DET necks/NOUN their/DET your/DET one/NOUN	neck necks one	hals;nekken;nek;halzen hals;nekken;nek;halzen een;één;eentje;degene;degenen;ene
bright young thing	yes	bright/ADJ young/ADJ things/NOUN thing/NOUN /PUNCT	things thing	dingen;iets;ding dingen;iets;ding
bring home the bacon	yes	bring/VERB home/ADV bacon/NOUN bringing/VERB	bacon	spekje;bacon;spe;spek
bring someone to book	yes	bring/VERB offender/NOUN to/ADP book/NOUN bowie/PROPN brought/VERB referee/NOUN villains/NOUN	offender book referee villains	dader;overtreder;overtreders;delinquent;delinquenten boeken;boek scheidsrechter;scheidsrechters slechterik;schurk;schurken
bring the house down	yes	brings/VERB house/NOUN down/ADP brought/VERB bring/VERB bringing/VERB	house	huizen;huis
bring up the rear	yes	bring/VERB up/ADP rear/NOUN bringing/VERB brought/VERB brings/VERB /PUNCT	rear	achterhoede;achter;achterkant
broad in the beam	yes	broad/ADJ in/ADP beam/NOUN	beam	straal;balk;balken
brownie point	yes	brownie/PROPN points/NOUN point/VERB /PUNCT	points	punt;punten
build castles in the air	yes	built/VERB castles/NOUN in/ADP air/NOUN	castles air	kastelen;kasteel luchtje;uitgezonden op;uitzenden;lucht;op
bum steer	yes	bum/NOUN steers/NOUN	bum steers	zwerver;kunnen;kont;zwervers sturen;stier;stuurt
bums on seats	yes	bums/NOUN on/ADP seats/NOUN /PUNCT	bums seats	zwervers;kunnen;kont;zwerver stoelen;stoel;zetel
bundle of joy	yes	bundle/NOUN of/ADP joy/NOUN	bundle joy	bundels;hoop;bundel vreugde;vreugd;vreugden
burn rubber	yes	burning/VERB rubber/NOUN burned/VERB	rubber	condooms;condoom
burn the candle at both ends	yes	burn/VERB candle/NOUN at/ADP both/DET ends/NOUN burning/VERB burned/VERB candles/NOUN	candle ends candles	kaarsjes;kaars;kaarsje;kaarsen eindigen;eindigt;einde kaarsjes;kaars;kaarsje;kaarsen
burn the midnight oil	yes	burned/VERB midnight/NOUN oil/NOUN burning/VERB burn/VERB	midnight oil	middernacht;middernachts oliën;olie
burst someone's bubble	yes	burst/VERB their/DET bubble/NOUN /PUNCT ham/PROPN bubbles/NOUN his/DET your/DET her/DET	bubble bubbles	bubbels;bel;zeepbel;luchtbel;bubbel;bellen bubbels;bel;luchtbel;zeepbel;bubbel;bellen
bury the hatchet	yes	bury/VERB hatchet/NOUN /PUNCT buried/VERB burying/VERB buries/VERB	hatchet	bijlen;bijltjes;bijltje;strijdbijl;bijl
bury your head in the sand	yes	bury/VERB your/DET head/NOUN in/ADP sand/NOUN	head sand	kop;hoofd;hoofden zand
buy the farm	yes	bought/VERB farm/NOUN buy/VERB farms/NOUN buying/VERB	farm farms	boerderij;boerderijen boerderij;boerderijen
buy time	yes	buying/NOUN time/NOUN buy/VERB bought/VERB buys/VERB /PUNCT times/NOUN	buying time times	koopwaar;koopje;kopen;koopt;koop keer;tijd keer;tijd
by a long chalk	yes	by/ADP long/ADJ chalk/NOUN /PUNCT	chalk	krijt
by a long shot	yes	by/ADP long/ADJ shot/NOUN /PUNCT	shot	schieten;schoten;geschoten;schietpartij;scheuten;schot;scheut;schiet
by dint of	yes	by/ADP dint/NOUN of/ADP	dint	ding
by heart	yes	by/ADP heart/NOUN /PUNCT	heart	hart;harten;hartje
by hook or by crook	yes	by/ADP hook/NOUN or/CCONJ crook/NOUN /PUNCT	hook crook	haken;haak schurk;crimineel;boeven;boef;oplichters;oplichter;schurken
by leaps and bounds	yes	by/ADP leaps/NOUN and/CCONJ bounds/NOUN /PUNCT	leaps bounds	sprong;springen;sprongen gebonden;grenzen;binden;grens
by no stretch of the imagination	yes	by/ADP no/DET stretch/NOUN of/ADP imagination/NOUN	stretch imagination	stretch;uit;strekt zich uit;zich;strekken;weg verbeelding;fantasie;fantasieën;verbeeldingen
by the back door	yes	by/ADP back/ADJ door/NOUN /PUNCT	door	deur;deuren
by the book	yes	by/ADP books/NOUN book/NOUN /PUNCT	books book	boeken;boek boeken;boek
by the by	yes	by/NOUN /PUNCT	by	afscheid;door;vaarwel
by the same token	yes	by/ADP same/ADJ token/NOUN /PUNCT	token	teken;penningen;penning
by the seat of your pants	yes	by/ADP seat/NOUN of/ADP your/DET pants/NOUN	seat pants	stoelen;stoel;zetel broek
by the skin of your teeth	yes	by/ADP skin/NOUN of/ADP your/DET teeth/NOUN	skin teeth	huid;vel;huiden gebit;tanden;tand
call a spade a spade	yes	call/VERB spade/NOUN /PUNCT calls/VERB calling/VERB	spade	schop;schoppen
call it a day	yes	call/VERB it/PRON day/NOUN called/VERB calls/VERB /PUNCT calling/VERB days/NOUN	day days	dagen;dag dagen;dag
call off the dogs	yes	call/VERB off/ADP dogs/NOUN	dogs	honden;hond
call someone's bluff	yes	call/VERB his/DET bluff/NOUN labour/PROPN china/PROPN calling/VERB her/DET called/VERB luke/PROPN force/PROPN your/DET khrushchev/PROPN its/DET their/DET /PUNCT peter/PROPN serra/PROPN bluffs/NOUN my/DET major/PROPN sweetman/PROPN calls/VERB	bluff bluffs	bluft;bluf;bluffen;bluff bluft;bluf;bluffen;bluff
call the shots	yes	calling/VERB shots/NOUN call/VERB called/VERB /PUNCT calls/VERB	shots	shot;schieten;schoten;geschoten;schot
call the tune	yes	calls/VERB tune/NOUN call/VERB calling/VERB /PUNCT tunes/NOUN called/VERB	tune tunes	muziek;muziekje;deun;liedje;lied;melodie;liedjes;deuntje;deuntjes muziek;muziekje;deun;liedje;lied;melodie;liedjes;deuntje;deuntjes
cap in hand	yes	cap/NOUN in/ADP hand/NOUN /PUNCT capin/NOUN to/ADP west/PROPN hands/NOUN	cap hand capin hands	kap;pet;petje;hoed handen;hand kapine;kapin handen;hand
carrot and stick	yes	carrot/PROPN and/CCONJ stick/NOUN carrots/NOUN sticks/NOUN /PUNCT	stick carrots sticks	stokje;stokken;stok wortel;wortels;worteltje;worteltjes;wortelen stokje;stokken;stok
carry a torch for	yes	carrying/VERB torch/NOUN for/ADP	torch	fakkels;toorts;zaklamp;fakkel
carry the can	yes	carried/VERB can/NOUN carry/VERB carries/VERB carrying/VERB /PUNCT cans/NOUN	can cans	kan;blikjes;kunnen;blikken;blik;blikje blikken;blikjes;blikje;blik
carry the day	yes	carried/VERB day/NOUN carrying/VERB carry/VERB carries/VERB	day	dagen;dag
cast pearls before swine	yes	cast/VERB pearls/NOUN before/ADP swine/NOUN	pearls swine	parels;pareltje;paarlen;parel varken;zwijn
cast the first stone	yes	cast/VERB first/ADJ stone/NOUN /PUNCT	stone	steen;stenen
cast your mind back	yes	cast/VERB your/DET minds/NOUN back/ADV mind/NOUN	minds mind	geesten;geest geesten;geest
catch a cold	yes	caught/VERB cold/NOUN /PUNCT catch/VERB catching/VERB colds/NOUN	cold colds	verkoudheid;koud;kou;verkoudenheid verkoudheid;koud;kou;verkoudenheid
catch fire	yes	caught/VERB fire/NOUN catch/VERB /PUNCT catches/VERB catching/VERB	fire	vuurtje;vuur;branden;brand
catch someone's eye	yes	catches/VERB my/DET eyes/NOUN eye/NOUN caught/VERB her/DET catch/VERB chairman/PROPN his/DET richard/PROPN nellie/PROPN bob/PROPN charlotte/PROPN barman/PROPN catching/VERB everyone/PRON john/PROPN willie/PROPN odhar/PROPN katherine/PROPN bernice/PROPN taylor/PROPN evelyn/PROPN people/NOUN milton/PROPN their/DET epitot/PROPN your/DET lee/PROPN guil/PROPN sandor/PROPN mother/NOUN owen/PROPN carol/PROPN wife/NOUN chris/PROPN graham/PROPN maggie/PROPN our/DET marcus/PROPN alain/PROPN friend/NOUN friar/NOUN emily/PROPN ludens/PROPN attendant/NOUN doyle/PROPN somebody/PRON audience/NOUN hana/PROPN taheb/PROPN billy/PROPN bookie/NOUN ruth/PROPN visitor/NOUN oliver/PROPN athelstan/PROPN patrick/PROPN werewolf/PROPN superintendent/PROPN henry/PROPN	eyes eye people mother wife friend friar attendant audience bookie visitor	ogen;oog ogen;oog mensen;mens;volk moeders;moeder echtgenotes;vrouwen;vrouw;echtgenote vriendin;vriend;vrienden broeder;frater;broeders begeleiders;verzorger;begeleider;bediende audiëntie;publiek bookmaker;bookmakers bezoekers;bezoek;bezoeker
catch the sun	yes	catch/VERB sun/NOUN caught/VERB catches/VERB catching/VERB	sun	zon;zonnen
champ at the bit	yes	champing/VERB at/ADP bit/NOUN	bit	beetje
change hands	yes	changes/VERB hands/NOUN changed/VERB changing/VERB change/VERB /PUNCT	hands	handen;hand
change your tune	yes	changed/VERB your/DET tune/NOUN change/VERB	tune	muziek;muziekje;deun;liedje;lied;melodie;liedjes;deuntje;deuntjes
chapter and verse	yes	chapter/NOUN and/CCONJ verse/NOUN	chapter verse	hoofdstukken;hoofdstuk vers;verzen;couplet
