at a loose end	yes	at/ADP loose/ADJ end/NOUN	end	
at a loss for words	yes	at/ADP loss/NOUN for/ADP words/NOUN	loss words	
at a pinch	yes	at/ADP pinch/NOUN	pinch	
at a snail's pace	yes	at/ADP snail/NOUN s/PART pace/NOUN	snail pace	
at a stretch	yes	at/ADP stretch/NOUN	stretch	
at cross purposes	yes	at/ADP cross/NOUN purposes/NOUN	cross purposes	
at daggers drawn	yes	at/ADP daggers/NOUN drawn/VERB	daggers	
at death's door	yes	at/ADP death/NOUN s/PART door/NOUN	death door	
at full tilt	yes	at/ADP full/ADJ tilt/NOUN	tilt	
at loggerheads	yes	at/ADP loggerheads/NOUN	loggerheads	
at sea	yes	at/ADP sea/NOUN	sea	
at sixes and sevens	yes	at/ADP sixes/NOUN and/CCONJ sevens/NOUN	sixes sevens	
at the coalface	yes	at/ADP coalface/NOUN /PUNCT	coalface	
at the crossroads	yes	at/ADP crossroads/NOUN	crossroads	
at the drop of a hat	yes	at/ADP drop/NOUN of/ADP hat/NOUN	drop hat	
at the end of the day	yes	at/ADP end/NOUN of/ADP day/NOUN	end day	
at your fingertips	yes	at/ADP your/DET fingertips/NOUN	fingertips	
away with the fairies	yes	away/ADV with/ADP fairies/NOUN /PUNCT	fairies	
babe in arms	yes	babe/NOUN in/ADP arms/NOUN	babe arms	
back to square one	yes	back/ADV to/ADP square/NOUN one/NUM	square one	
back to the drawing board	yes	back/ADV to/ADP drawing/NOUN board/NOUN	drawing board	
bag and baggage	yes	bag/NOUN and/CCONJ baggage/NOUN	bag baggage	
banana republic	yes	banana/PROPN republic/NOUN	republic	
bang for the buck	yes	bang/NOUN for/ADP buck/NOUN	bang buck	
bang to rights	yes	bang/NOUN to/ADP rights/NOUN	bang rights	
bar none	yes	bar/NOUN none/NOUN	bar none	
bark up the wrong tree	yes	barking/VERB up/ADP wrong/ADJ tree/NOUN	tree	
basket case	yes	basket/NOUN case/NOUN	basket case	
batten down the hatches	yes	batten/VERB down/ADP hatches/NOUN	hatches	
be all ears	yes	were/AUX all/DET ears/NOUN	ears	
be left holding the baby	yes	been/AUX left/VERB holding/VERB baby/NOUN was/AUX	baby	
be my guest	yes	be/AUX my/DET guest/NOUN	guest	
bear fruit	yes	fruit/NOUN bear/VERB	fruit	
bear in mind	yes	in/ADP mind/NOUN	mind	
beard the lion in his den	yes	bearding/VERB lion/NOUN in/ADP his/DET den/NOUN	lion den	x
beat about the bush	yes	beat/VERB about/ADP bush/NOUN	bush	
beat swords into ploughshares	yes	sword/NOUN beaten/VERB into/ADP ploughshare/NOUN	sword ploughshare	
beat the clock	yes	beat/VERB clock/NOUN	clock	
beat the daylights out of	yes	beat/VERB daylights/NOUN out/SCONJ of/ADP	daylights	
beat the meat	yes	beat/VERB meat/NOUN	meat	
beat the rap	yes	beat/VERB rap/NOUN	rap	
bedroom eyes	yes	bedroom/NOUN eyes/NOUN /PUNCT	bedroom eyes	
been there, done that	no	been/AUX there/ADV /PUNCT done/VERB that/DET		
beer and skittles	yes	beer/NOUN and/CCONJ skittles/NOUN	beer skittles	
before you can say jack robinson	no	before/ADP you/PRON can/VERB say/VERB jack/PROPN robinson/PROPN /PUNCT		
before you can say knife	yes	before/ADP you/PRON can/VERB say/VERB knife/NOUN	knife	
beg the question	yes	question/NOUN begs/VERB	question	
beggars can't be choosers	yes	beggars/NOUN ca/VERB nt/PART be/AUX choosers/NOUN	beggars choosers	
behind bars	yes	behind/ADP bars/NOUN	bars	
behind closed doors	yes	behind/ADP closed/ADJ doors/NOUN	doors	
behind someone's back	yes	behind/ADP back/NOUN	back	
behind the curve	yes	behind/ADP curve/NOUN	curve	
behind the eight ball	yes	behind/ADP eight/NUM ball/NOUN	eight ball	
behind the scenes	yes	behind/ADP scenes/NOUN	scenes	x
bell the cat	yes	belling/VERB cat/NOUN	cat	
bells and whistles	yes	bells/NOUN and/CCONJ whistles/NOUN	bells whistles	
below par	yes	below/ADP par/NOUN	par	
below the belt	yes	below/ADP belt/NOUN	belt	
belt and braces	yes	belt/NOUN and/CCONJ braces/NOUN	belt braces	
bend someone's ear	yes	ear/NOUN bending/VERB	ear	
beside yourself	no	beside/ADP yourself/PRON /PUNCT		
better late than never	no	better/ADV late/ADV than/SCONJ never/ADV		
better safe than sorry	no	better/ADV safe/ADJ than/SCONJ sorry/ADJ		
better the devil you know	yes	better/ADV devil/NOUN you/PRON know/VERB	devil	
between a rock and a hard place	yes	between/ADP rock/NOUN and/CCONJ hard/ADJ place/NOUN	rock place	
between the devil and the deep blue sea	yes	between/ADP devil/NOUN and/CCONJ deep/ADJ blue/ADJ sea/NOUN	devil blue sea	
betwixt and between	yes	betwixt/NOUN and/CCONJ between/ADP	betwixt	
beyond the pale	yes	beyond/ADP pale/NOUN	pale	
big girl's blouse	yes	big/ADJ girl/NOUN s/PART blouse/NOUN	girl blouse	
big hitter	yes	big/ADJ hitters/NOUN hitter/NOUN	hitters hitter	
birds of a feather	yes	birds/NOUN of/ADP feather/NOUN	birds feather	
bite off more than you can chew	no	bitten/VERB off/ADP more/ADV than/SCONJ you/PRON can/VERB chew/VERB /PUNCT		
bite someone's head off	yes	head/NOUN off/ADP bite/VERB	head	
bite the big one	yes	bit/NOUN big/ADJ one/NOUN	bit one	
bite the bullet	yes	bullet/NOUN bite/VERB	bullet	
bite the dust	yes	dust/NOUN	dust	x
bite your lip	yes	bite/VERB your/DET lip/NOUN	lip	
bite your tongue	yes	your/DET tongue/NOUN bite/VERB	tongue	
bits and bobs	yes	bits/NOUN and/CCONJ bobs/PROPN	bits	
black and blue	no	black/ADJ and/CCONJ blue/ADJ	black blue	
blaze a trail	yes	blazing/VERB trail/NOUN	trail	
bleeding heart	yes	bleeding/VERB heart/NOUN	heart	
blood and guts	yes	blood/NOUN and/CCONJ guts/NOUN	blood guts	
blood and thunder	yes	blood/NOUN and/CCONJ thunder/NOUN	blood thunder	
blood is thicker than water	yes	blood/NOUN is/AUX thicker/ADJ than/SCONJ water/NOUN	blood water	
blow a fuse	yes	fuse/NOUN blew/VERB	fuse	
blow a gasket	yes	gasket/NOUN blew/VERB	gasket	
blow hot and cold	no	hot/ADJ and/CCONJ cold/ADJ		
blow off steam	yes	blew/VERB off/ADP steam/NOUN	steam	
blow someone's cover	yes	blow/VERB cover/NOUN	cover	
blow someone's mind	yes	my/DET mind/NOUN /PUNCT blew/VERB	mind	
blow the lid off	yes	lid/NOUN blown/VERB off/ADP	lid	
blow your own trumpet	yes	blowing/VERB your/DET own/ADJ trumpet/NOUN blow/VERB	trumpet	
blow your top	yes	blow/VERB your/DET top/NOUN	top	
bob's your uncle	yes	bob/PROPN s/PART your/DET uncle/NOUN /PUNCT	uncle	
body blow	yes	body/NOUN blow/NOUN	body blow	
boots and all	yes	boot/NOUN and/CCONJ all/DET	boot	
born and bred	no	born/VERB and/CCONJ bred/VERB		
bottom drawer	yes	bottom/ADJ drawer/NOUN	drawer	
bounce off the walls	yes	off/ADP walls/NOUN bounced/VERB	walls	
bow and scrape	no	bowing/VERB and/CCONJ scraping/VERB		
box clever	no	boxing/VERB clever/ADJ box/VERB		
boys in blue	yes	boys/NOUN in/ADP blue/ADJ	boys blue	
boys will be boys	yes	boys/NOUN will/VERB be/AUX	boys	
brass monkey	yes	brass/NOUN monkey/NOUN /PUNCT monkeys/NOUN	brass monkey monkeys	
brass neck	yes	brass/NOUN neck/NOUN /PUNCT	brass neck	
bread and circuses	yes	bread/NOUN and/CCONJ circuses/NOUN	bread circuses	
break cover	yes	cover/NOUN	cover	
break even	no	even/ADV break/VERB		
break new ground	yes	new/ADJ ground/NOUN	ground	
break ranks	yes	ranks/NOUN broke/VERB	ranks	
break someone's heart	yes	heart/NOUN	heart	x
break the back of	yes	back/NOUN of/ADP	back	
break the bank	yes	break/VERB bank/NOUN	bank	
break the ice	yes	break/VERB ice/NOUN	ice	x
breathe down someone's neck	yes	breathing/VERB down/ADP neck/NOUN	neck	
bright and early	no	bright/ADJ and/CCONJ early/ADJ		
bright young thing	yes	bright/ADJ young/ADJ things/NOUN	things	
bring home the bacon	yes	bring/VERB home/ADV bacon/NOUN	bacon	
bring someone to book	yes	bring/VERB to/ADP book/NOUN brought/VERB	book	
bring the house down	yes	house/NOUN down/ADP brought/VERB	house	
bring up the rear	yes	up/ADP rear/NOUN	rear	
broad in the beam	yes	broad/ADJ in/ADP beam/NOUN	beam	
brownie point	yes	brownie/PROPN points/NOUN	points	
bugger all	no	bugger/ADJ all/DET		
build castles in the air	yes	built/VERB castles/NOUN in/ADP air/NOUN	castles air	x
bum steer	yes	bum/NOUN steers/NOUN	bum steers	
bums on seats	yes	bums/NOUN on/ADP seats/NOUN	bums seats	
bundle of joy	yes	bundle/NOUN of/ADP joy/NOUN	bundle joy	
burn rubber	yes	burning/VERB rubber/NOUN burned/VERB	rubber	
burn the candle at both ends	yes	burn/VERB candle/NOUN at/ADP both/DET ends/NOUN	candle ends	
burn the midnight oil	yes	midnight/NOUN oil/NOUN burning/VERB	midnight oil	
burst someone's bubble	yes	burst/VERB bubble/NOUN	bubble	
bury the hatchet	yes	hatchet/NOUN buried/VERB	hatchet	x
bury your head in the sand	yes	bury/VERB your/DET head/NOUN in/ADP sand/NOUN	head sand	x
bush telegraph	no	bush/PROPN telegraph/PROPN /PUNCT		
buy the farm	yes	bought/VERB farm/NOUN buy/VERB	farm	
buy time	yes	time/NOUN buy/VERB	time	
by a long chalk	yes	by/ADP long/ADJ chalk/NOUN	chalk	
by a long shot	yes	by/ADP long/ADJ shot/NOUN	shot	
by and large	no	by/ADP and/CCONJ large/ADJ		
by dint of	yes	by/ADP dint/NOUN of/ADP	dint	
by heart	yes	by/ADP heart/NOUN	heart	
by hook or by crook	yes	by/ADP hook/NOUN or/CCONJ crook/NOUN	hook crook	
by leaps and bounds	yes	by/ADP leaps/NOUN and/CCONJ bounds/NOUN	leaps bounds	
by no stretch of the imagination	yes	by/ADP no/DET stretch/NOUN of/ADP imagination/NOUN	stretch imagination	
by the back door	yes	by/ADP back/ADJ door/NOUN	door	
by the book	yes	by/ADP book/NOUN	book	
by the by	yes	by/NOUN	by	
by the same token	yes	by/ADP same/ADJ token/NOUN	token	
by the seat of your pants	yes	by/ADP seat/NOUN of/ADP your/DET pants/NOUN	seat pants	
by the skin of your teeth	yes	by/ADP skin/NOUN of/ADP your/DET teeth/NOUN	skin teeth	
call a spade a spade	yes	spade/NOUN	spade	
call it a day	yes	call/VERB it/PRON day/NOUN	day	
call it quits	no	call/VERB it/PRON quits/VERB		
call off the dogs	yes	call/VERB off/ADP dogs/NOUN	dogs	
call someone's bluff	yes	bluff/NOUN	bluff	
call the shots	yes	shots/NOUN	shots	
call the tune	yes	tune/NOUN	tune	
cap in hand	yes	cap/NOUN in/ADP hand/NOUN	cap hand	
carrot and stick	yes	carrot/PROPN and/CCONJ stick/NOUN	stick	
carry a torch for	yes	carrying/VERB torch/NOUN for/ADP	torch	
carry the can	yes	can/NOUN carry/VERB	can	
carry the day	yes	carried/VERB day/NOUN	day	
cast pearls before swine	yes	cast/VERB pearls/NOUN before/ADP swine/NOUN	pearls swine	x
cast the first stone	yes	cast/VERB first/ADJ stone/NOUN /PUNCT	stone	x
cast your mind back	yes	cast/VERB your/DET back/ADV mind/NOUN	mind	
catch a cold	yes	caught/VERB cold/NOUN	cold	
catch fire	yes	caught/VERB fire/NOUN	fire	
catch someone napping	no	catching/VERB them/PRON napping/VERB catch/VERB me/PRON		
catch someone's eye	yes	eye/NOUN caught/VERB	eye	
catch the sun	yes	sun/NOUN	sun	
champ at the bit	yes	champing/VERB at/ADP bit/NOUN	bit	
change hands	yes	hands/NOUN changed/VERB	hands	
change your tune	yes	changed/VERB your/DET tune/NOUN	tune	
chapter and verse	yes	chapter/NOUN and/CCONJ verse/NOUN	chapter verse	
charity begins at home	yes	charity/NOUN begins/VERB at/ADP home/NOUN	charity home	
chase rainbows	yes	chasing/VERB rainbow/NOUN	rainbow	
chase your tail	yes	chase/VERB your/DET tail/NOUN	tail	
cheek by jowl	yes	cheek/NOUN by/ADP jowl/NOUN	cheek jowl	
chew the cud	yes	chewing/VERB cud/NOUN	cud	
chew the fat	yes	fat/NOUN	fat	
chicken feed	yes	chicken/NOUN feed/NOUN	chicken feed	
chickens come home to roost	yes	chickens/NOUN come/VERB home/ADV to/PART roost/VERB	chickens	
child's play	yes	child/NOUN s/PART play/NOUN	child play	
chop and change	no	and/CCONJ		
chuck it down	no	chucked/VERB it/PRON down/ADV chuck/VERB		
circle the wagons	yes	circling/VERB wagons/NOUN	wagons	
claim to fame	yes	claim/NOUN to/ADP fame/NOUN	claim fame	
clean as a whistle	yes	clean/ADJ as/SCONJ whistle/NOUN	whistle	
clean house	yes	clean/ADJ house/NOUN	house	
clear as mud	yes	clear/ADJ as/SCONJ mud/NOUN	mud	
clear the decks	yes	decks/NOUN	decks	
close but no cigar	yes	close/ADJ but/CCONJ no/DET cigar/NOUN	cigar	
close call	yes	close/ADJ call/NOUN	call	
close ranks	yes	close/ADJ ranks/NOUN	ranks	
close shave	yes	close/ADJ shave/NOUN	shave	
close to home	yes	close/ADJ to/ADP home/NOUN	home	
cloth ears	yes	cloth/NOUN ears/NOUN	cloth ears	
clutch at straws	yes	at/ADP clutching/VERB straws/NOUN	straws	x
coals to newcastle	yes	coals/NOUN to/ADP newcastle/PROPN	coals	
cock a snook	yes	snook/NOUN cock/VERB	snook	
cock of the walk	yes	cock/NOUN of/ADP walk/NOUN /PUNCT	cock walk	
cog in the machine	yes	cog/NOUN in/ADP machine/NOUN	cog machine	
cold comfort	yes	cold/ADJ comfort/NOUN	comfort	
cold feet	yes	cold/ADJ feet/NOUN	feet	
collect dust	yes	dust/NOUN	dust	
come a cropper	yes	cropper/NOUN came/VERB	cropper	
come clean	no	come/VERB clean/ADJ		
come down the pike	yes	coming/VERB down/ADP pike/NOUN	pike	
come full circle	yes	full/ADJ circle/NOUN come/VERB	circle	
come hell or high water	yes	come/VERB hell/NOUN or/CCONJ high/ADJ water/NOUN	hell water	
come in from the cold	yes	in/ADP from/ADP cold/NOUN	cold	
come of age	yes	of/ADP age/NOUN	age	
come out in the wash	yes	come/VERB out/ADP in/ADP wash/NOUN /PUNCT	wash	
come out of your shell	yes	come/VERB out/SCONJ of/ADP your/DET shell/NOUN	shell	
come rain or shine	yes	come/VERB rain/NOUN or/CCONJ shine/VERB	rain	
come to a head	yes	came/VERB to/ADP head/NOUN	head	
come to a pretty pass	yes	come/VERB to/ADP pretty/ADJ pass/NOUN	pass	
come to grief	yes	to/ADP grief/NOUN	grief	
come to grips with	yes	come/VERB to/ADP grips/NOUN with/ADP	grips	
come to mind	yes	to/ADP mind/NOUN	mind	
come to terms with	yes	come/VERB to/ADP terms/NOUN with/ADP	terms	
come to think of it	no	come/VERB to/PART think/VERB of/ADP it/PRON		
come unstuck	no	unstuck/ADJ come/VERB		
come up roses	yes	coming/VERB up/ADP roses/NOUN /PUNCT	roses	
come up smelling of roses	yes	up/ADP smelling/NOUN of/ADP roses/NOUN come/VERB	smelling roses	
come up trumps	yes	up/ADP trumps/NOUN come/VERB	trumps	
come with the territory	yes	comes/VERB with/ADP territory/NOUN	territory	
confirmed bachelor	yes	confirmed/VERB bachelor/NOUN /PUNCT	bachelor	
cook someone's goose	yes	cook/VERB their/DET goose/NOUN arthur/PROPN	goose	
cook the books	yes	cooking/VERB books/NOUN	books	
cool your heels	yes	cool/VERB your/DET heels/NOUN	heels	
cop a plea	yes	cop/VERB plea/NOUN copping/VERB	plea	
cost the earth	yes	cost/VERB earth/NOUN	earth	
couch potato	yes	couch/NOUN potato/NOUN	couch potato	
could eat a horse	yes	could/VERB eat/VERB horse/NOUN	horse	
count sheep	yes	counting/VERB sheep/NOUN count/VERB	sheep	
count your blessings	yes	count/VERB your/DET blessings/NOUN /PUNCT	blessings	
cramp someone's style	yes	style/NOUN	style	
crash and burn	yes	crash/NOUN and/CCONJ burn/NOUN	crash burn	
crocodile tears	yes	crocodile/NOUN tears/NOUN	crocodile tears	x
cross my heart	yes	my/DET heart/NOUN cross/VERB	heart	
cross swords	yes	swords/NOUN crossed/VERB	swords	
cross the rubicon	no	rubicon/PROPN		x
cruising for a bruising	yes	cruising/VERB for/ADP bruising/NOUN	bruising	
cry foul	no	foul/ADV		
cry uncle	yes	cry/VERB uncle/NOUN /PUNCT	uncle	
cry wolf	yes	crying/VERB wolf/NOUN	wolf	
crystal clear	yes	crystal/NOUN clear/ADJ	crystal	
cuckoo in the nest	yes	cuckoo/NOUN in/ADP nest/NOUN	cuckoo nest	
curiosity killed the cat	yes	curiosity/PROPN killed/VERB cat/NOUN	cat	
curry favour	yes	curry/VERB favour/NOUN	favour	
cut a dash	yes	cut/VERB dash/NOUN	dash	
cut a rug	yes	cut/VERB rug/NOUN	rug	
cut and dried	no	cut/VERB and/CCONJ dried/VERB		
cut and run	no	cut/VERB and/CCONJ run/VERB		
cut and thrust	yes	cut/NOUN and/CCONJ thrust/NOUN	cut thrust	
cut both ways	yes	cut/VERB both/DET ways/NOUN	ways	
cut corners	yes	cut/VERB corners/NOUN	corners	
cut from the same cloth	yes	cut/VERB from/ADP same/ADJ cloth/NOUN	cloth	
cut it fine	no	cutting/VERB it/PRON fine/ADJ cut/VERB		
cut loose	no	loose/ADJ cut/VERB		
cut no ice	yes	cut/VERB no/DET ice/NOUN	ice	
cut the crap	yes	cut/VERB crap/NOUN	crap	
cut the gordian knot	yes	gordian/ADJ knot/NOUN cut/VERB	knot	x
cut the mustard	yes	cut/VERB mustard/NOUN	mustard	
cut your coat according to your cloth	yes	cut/VERB your/DET coat/NOUN according/VERB to/ADP cloth/NOUN /PUNCT	coat cloth	
cut your losses	yes	cut/VERB your/DET losses/NOUN	losses	
day in, day out	yes	day/NOUN in/ADV /PUNCT out/ADV	day	
daylight robbery	yes	daylight/NOUN robbery/NOUN	daylight robbery	
dead and buried	no	dead/ADJ and/CCONJ buried/VERB		
dead as a dodo	yes	dead/ADJ as/SCONJ dodo/NOUN /PUNCT	dodo	
dead as a doornail	yes	dead/ADJ as/SCONJ doornail/NOUN	doornail	
dead in the water	yes	dead/ADJ in/ADP water/NOUN	water	
dead meat	yes	dead/ADJ meat/NOUN /PUNCT	meat	
dead men's shoes	yes	dead/ADJ men/NOUN s/PART shoes/NOUN man/NOUN	men shoes man	
dead to the world	yes	dead/ADJ to/ADP world/NOUN	world	
dead wood	yes	dead/ADJ wood/NOUN	wood	
deaf as a post	yes	deaf/ADJ as/SCONJ post/NOUN	post	
dice with death	yes	dicing/VERB with/ADP death/NOUN	death	
die on the vine	yes	die/VERB on/ADP vine/NOUN	vine	
different strokes for different folks	yes	different/ADJ strokes/NOUN for/ADP folks/NOUN	strokes folks	
dig deep	no	dig/VERB deep/ADV		
dig up dirt	yes	up/ADP dirt/NOUN	dirt	
discretion is the better part of valour	yes	discretion/NOUN was/AUX part/NOUN of/ADP valour/NOUN better/ADJ	discretion part valour	
dish the dirt	yes	dish/VERB dirt/NOUN	dirt	
do a bunk	yes	done/VERB bunk/NOUN	bunk	
do a number on	yes	did/AUX number/NOUN on/ADP doing/VERB	number	
do a runner	yes	runner/NOUN	runner	
do me a favour	yes	do/AUX me/PRON favour/NOUN	favour	
do someone proud	no	proud/ADJ		
do someone's head in	yes	my/DET head/NOUN in/ADV	head	
do the honours	yes	do/AUX honours/NOUN honour/NOUN /PUNCT	honours honour	
do the right thing	yes	right/ADJ thing/NOUN	thing	
do the trick	yes	do/AUX trick/NOUN	trick	
dog eat dog	yes	dog/NOUN	dog	
dog in the manger	yes	dog/NOUN in/ADP manger/NOUN	dog manger	
dog tired	yes	dog/NOUN tired/ADJ	dog	
don't give up the day job	yes	do/AUX nt/PART give/VERB up/ADP day/NOUN job/NOUN	day job	
don't hold your breath	yes	do/AUX nt/PART hold/VERB your/DET breath/NOUN	breath	
donkey work	yes	donkey/NOUN work/NOUN	donkey work	
doom and gloom	yes	doom/NOUN and/CCONJ gloom/NOUN	doom gloom	
dot the i's and cross the t's	yes	i/PROPN s/PART and/CCONJ t/NOUN	t	
down and dirty	yes	down/NOUN and/CCONJ dirty/ADJ	down	
down and out	no	down/ADV and/CCONJ out/ADV		
down at heel	yes	down/ADV at/ADP heel/NOUN	heel	
down in the dumps	yes	down/ADV in/ADP dumps/NOUN	dumps	
down in the mouth	yes	down/ADV in/ADP mouth/NOUN	mouth	
down the drain	yes	down/ADP drain/NOUN	drain	
down the hatch	yes	down/ADP hatch/NOUN	hatch	
down the road	yes	down/ADP road/NOUN	road	
down the tubes	yes	down/ADP tube/NOUN	tube	
down to the wire	yes	down/ADP to/ADP wire/NOUN	wire	
drag your feet	yes	drag/VERB your/DET feet/NOUN	feet	
draw a bead on	yes	bead/NOUN on/ADP	bead	
draw a blank	yes	blank/NOUN drawn/VERB	blank	
draw a line in the sand	yes	draw/VERB line/NOUN in/ADP sand/NOUN /PUNCT	line sand	
draw stumps	yes	draw/VERB stumps/NOUN drawing/VERB	stumps	
draw the short straw	yes	drew/VERB short/ADJ straw/NOUN	straw	x
dressed to kill	no	dressed/ADJ to/PART kill/VERB		
dressed to the nines	yes	dressed/VERB to/ADP nines/NOUN	nines	
drink like a fish	yes	like/SCONJ fish/NOUN	fish	
drive someone up the wall	yes	up/ADP wall/NOUN	wall	
drop a brick	yes	drop/VERB bricks/NOUN brick/NOUN dropped/VERB	bricks brick	
drop a hint	yes	hints/NOUN dropped/VERB drop/VERB hint/NOUN	hints hint	
drop like flies	yes	drop/VERB like/SCONJ flies/NOUN dropping/VERB	flies	x
drop someone a line	yes	drop/VERB line/NOUN	line	
drop the ball	yes	ball/NOUN dropped/VERB	ball	
drown your sorrows	yes	drown/VERB your/DET sorrows/NOUN	sorrows	
drunk as a lord	no	drunk/ADJ as/SCONJ lord/PROPN		
dry as dust	yes	dry/ADJ as/SCONJ dust/NOUN	dust	
duck soup	yes	duck/NOUN soup/NOUN	duck soup	
duke it out	no	duke/VERB it/PRON out/ADP		
dutch courage	yes	dutch/ADJ courage/NOUN	courage	
dyed in the wool	yes	dyed/VERB in/ADP wool/NOUN	wool	
early bird	yes	early/ADJ bird/NOUN	bird	
easier said than done	no	easier/ADJ said/VERB than/SCONJ done/VERB		
easy as falling off a log	yes	easy/ADV as/SCONJ falling/VERB off/ADP log/NOUN	log	
easy as pie	yes	easy/NOUN as/ADP pie/PROPN	easy	
easy does it	no	easy/ADJ does/AUX it/PRON		
easy on the eye	yes	easy/ADJ on/ADP eye/NOUN	eye	
eat humble pie	yes	eat/VERB humble/ADJ pie/NOUN	pie	
eat like a horse	yes	eats/VERB like/SCONJ horse/NOUN eating/VERB	horse	
eat someone alive	no	eat/VERB alive/ADJ		
eat someone out of house and home	yes	out/SCONJ of/ADP house/NOUN and/CCONJ home/NOUN	house home	
eat your heart out	yes	eat/VERB your/DET heart/NOUN out/ADP	heart	
eat your words	yes	eat/VERB your/DET words/NOUN /PUNCT	words	
economical with the truth	yes	economical/ADJ with/ADP truth/NOUN	truth	
err on the side of	yes	err/VERB on/ADP side/NOUN of/ADP	side	
eternal triangle	yes	eternal/ADJ triangle/NOUN	triangle	
every dog has its day	yes	every/DET dog/NOUN has/AUX its/DET day/NOUN	dog day	
every last	no	every/DET last/ADJ		
every man for himself	yes	every/DET man/NOUN for/ADP himself/PRON	man	
every man jack	yes	every/DET man/NOUN jack/NOUN	man jack	
every nook and cranny	yes	every/DET nook/NOUN and/CCONJ cranny/NOUN	nook cranny	
every trick in the book	yes	every/DET trick/NOUN in/ADP book/NOUN	trick book	
every which way	yes	every/DET which/DET way/NOUN	way	
everything but the kitchen sink	yes	everything/PRON but/SCONJ kitchen/NOUN sink/NOUN	kitchen sink	
everything in the garden is rosy	yes	everything/PRON in/ADP garden/NOUN is/AUX rosy/ADJ /PUNCT	garden	
eyeball to eyeball	yes	eyeball/NOUN to/ADP	eyeball	
face the music	yes	music/NOUN face/VERB	music	
face to face	yes	face/NOUN to/ADP	face	
fair and square	no	fair/ADJ and/CCONJ square/ADJ		
fair game	yes	fair/ADJ game/NOUN	game	
fall between two stools	yes	between/ADP two/NUM stools/NOUN fall/VERB	two stools	x
fall by the wayside	yes	by/ADP wayside/NOUN	wayside	
fall from grace	yes	fall/NOUN from/ADP grace/NOUN	fall grace	
fall in line	yes	in/ADP line/NOUN fall/VERB	line	
fall into place	yes	into/ADP place/NOUN	place	
fall off the back of a lorry	yes	off/ADP back/NOUN of/ADP lorry/NOUN /PUNCT	back lorry	
